key,family,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,winner
run79_sparc_1511,sparc_1511,0.684998,0.647218,0.726270,0.640378,0.616863,0.654216,0.934473,0.929626,0.958900,0.749699,0.804676,0.770023,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1513,sparc_1513,0.648573,0.631411,0.679250,0.647223,0.626322,0.671340,0.925989,0.921112,0.936304,0.805800,0.801468,0.846523,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1514,sparc_1514,0.617326,0.589814,0.658817,0.617295,0.582843,0.651001,0.929906,0.930188,0.943157,0.764097,0.817962,0.796655,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1515,sparc_1515,0.668002,0.648085,0.657045,0.625727,0.604495,0.645282,0.917847,0.922187,0.935641,0.747488,0.874952,0.741202,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1518,sparc_1518,0.691792,0.686620,0.743946,0.605274,0.651647,0.655453,0.913815,0.926188,0.932615,0.665882,0.853468,0.821665,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1523,sparc_1523,1.275064,1.422303,1.178454,0.951326,0.940411,0.937689,0.815061,0.822839,0.913377,0.861369,0.944159,0.859550,spectrum_fno48_floor6_smooth1_qc_mhi100
run79_sparc_1524,sparc_1524,1.610014,1.651175,1.459584,0.973483,0.971384,0.947406,0.776592,0.787137,0.884257,0.960697,0.959379,0.847167,spectrum_fno48_floor6_smooth1_qc_mhi100
run79_sparc_1530,sparc_1530,0.512543,0.496567,1.146851,0.446508,0.402751,0.997544,0.828010,0.895632,-0.042813,0.994680,0.979770,0.995204,spectrum_fno48_floor6_smooth1_qc_peak4
run79_sparc_1593,sparc_1593,0.604013,0.567954,0.710605,0.597534,0.557512,0.635494,0.930285,0.923747,0.933413,0.737268,0.832652,0.858790,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1300,sparc_1300,0.550819,0.514059,0.543208,0.526092,0.472253,0.514060,0.991002,0.988716,0.992653,0.845700,0.818659,0.768755,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1355,sparc_1355,1.010557,0.996927,0.953039,0.942348,0.920239,0.925907,0.840553,0.869362,0.896017,0.731691,0.716231,0.870285,spectrum_fno48_floor6_smooth1_qc_mhi100
run7_sparc_1362,sparc_1362,0.894084,0.843110,0.848359,0.846845,0.811519,0.819941,0.857413,0.882993,0.911055,0.912415,0.905089,0.880954,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1412,sparc_1412,0.869651,0.796279,1.001810,0.869515,0.762526,0.890183,0.842100,0.810449,0.881662,0.414646,0.734218,0.713369,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1428,sparc_1428,1.279260,1.293743,1.465696,0.866941,0.862211,0.916163,0.854577,0.790695,0.866307,0.808015,0.852241,0.787746,spectrum_fno48_floor6_smooth1_qc
run7_sparc_1440,sparc_1440,1.173269,1.360646,1.495084,0.869709,0.874388,0.957588,0.928312,0.891530,0.946207,0.820516,0.834013,0.842463,spectrum_fno48_floor6_smooth1_qc
run7_sparc_1503,sparc_1503,0.855576,0.828460,1.119369,0.793014,0.773606,0.930429,0.931249,0.933794,0.957884,0.818987,0.710670,0.797522,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1510,sparc_1510,0.787948,0.694805,0.907019,0.773074,0.691634,0.846851,0.886661,0.907693,0.916283,0.412150,0.640022,0.545278,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1512,sparc_1512,0.946572,0.733431,1.118046,0.874875,0.713555,0.931802,0.872720,0.867141,0.893828,0.606670,0.691483,0.751974,spectrum_fno48_floor6_smooth1_qc_peak4
run7_sparc_1526,sparc_1526,1.036706,1.057209,1.162817,0.820583,0.802763,0.920149,0.905346,0.918389,0.925611,0.810342,0.640673,0.905286,spectrum_fno48_floor6_smooth1_qc
run7_sparc_1529,sparc_1529,0.980090,0.850695,1.371012,0.830183,0.796550,0.937494,0.311428,0.387962,0.379551,0.906740,0.872385,0.928376,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1302,sparc_1302,0.861919,0.780268,0.976675,0.675965,0.664335,0.807620,0.935806,0.943714,0.947627,0.833827,0.810947,0.876733,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1307,sparc_1307,0.608409,0.563724,0.723254,0.559205,0.563406,0.722813,0.924578,0.929374,0.939360,0.950743,0.969184,0.845773,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1315,sparc_1315,0.639659,0.601147,1.228623,0.625121,0.558498,0.776696,0.917947,0.914466,0.855588,0.402770,0.554214,0.534980,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1351,sparc_1351,0.869869,1.018715,1.268315,0.706442,0.655623,0.788035,0.872317,0.919509,0.901250,0.354461,0.486467,0.384848,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1352,sparc_1352,0.630713,0.548903,0.775229,0.570512,0.535128,0.762822,0.910908,0.911135,0.899129,0.819741,0.896384,0.734297,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1354,sparc_1354,0.893164,0.737460,1.009035,0.738057,0.683841,0.880194,0.898791,0.914125,0.876814,0.861214,0.826798,0.764885,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1356,sparc_1356,0.884605,0.853715,1.555913,0.692408,0.653734,0.853545,0.899438,0.907355,0.869735,0.414900,0.685616,0.491431,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1361,sparc_1361,1.155701,1.407789,1.824604,0.741030,0.697376,0.846121,0.685709,0.739195,0.637538,0.554433,0.740718,0.754950,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1365,sparc_1365,1.297973,1.046743,1.361164,0.731074,0.728109,0.815422,0.867700,0.858426,0.854475,0.740911,0.766975,0.897788,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1405,sparc_1405,0.829978,0.910570,0.956672,0.775585,0.666355,0.834629,0.931089,0.938546,0.937650,0.674160,0.885279,0.846925,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1408,sparc_1408,0.549883,0.681142,0.582307,0.498171,0.524410,0.571733,0.918498,0.939007,0.940181,0.927558,0.881943,0.801422,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1411,sparc_1411,0.612775,0.591625,0.832866,0.557579,0.582754,0.811441,0.931963,0.937288,0.944002,0.677068,0.557740,0.422949,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1414,sparc_1414,0.579533,0.538901,0.774256,0.565402,0.535565,0.758232,0.919777,0.918526,0.899306,0.570638,0.322492,0.306379,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1416,sparc_1416,0.585256,0.515426,0.701775,0.574591,0.515172,0.682005,0.905340,0.903991,0.907094,0.567760,0.575820,0.500127,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1421,sparc_1421,0.827249,0.650649,0.900510,0.768755,0.620932,0.775963,0.895363,0.913630,0.881875,0.789374,0.879803,0.967232,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1425,sparc_1425,0.831186,0.882097,0.866362,0.747053,0.711001,0.796049,0.948941,0.957541,0.956997,0.439875,0.603980,0.617591,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1426,sparc_1426,0.890749,0.898900,0.992899,0.771430,0.704028,0.814684,0.950997,0.953874,0.928149,0.651195,0.682750,0.637303,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1427,sparc_1427,0.807825,1.117932,1.417088,0.739555,0.719410,0.785924,0.943625,0.943971,0.949179,0.467700,0.811259,0.840500,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1501,sparc_1501,0.941787,0.780702,1.270599,0.839160,0.739013,0.924188,0.936277,0.941260,0.945376,0.610359,0.722133,0.694299,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1502,sparc_1502,0.887276,0.967658,0.954375,0.665825,0.705721,0.799473,0.949755,0.942551,0.963274,0.807766,0.892162,0.740956,spectrum_fno48_floor6_smooth1_qc
run80_sparc_1505,sparc_1505,0.957049,0.860326,0.999613,0.791756,0.691182,0.840142,0.946497,0.947724,0.951114,0.727456,0.813311,0.760288,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1513,sparc_1513,0.640729,0.546503,0.792374,0.601882,0.545991,0.761947,0.918432,0.921872,0.896444,0.643676,0.421665,0.276819,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1519,sparc_1519,0.751987,0.659831,0.945826,0.684133,0.648954,0.843146,0.899575,0.917988,0.916271,0.708154,0.943898,0.926591,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1522,sparc_1522,0.747506,0.591105,0.807553,0.646188,0.571403,0.749220,0.831010,0.863836,0.796877,0.898347,0.962360,0.948801,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1523,sparc_1523,0.960758,0.790922,0.904044,0.663928,0.633272,0.738617,0.880730,0.890770,0.887629,0.738828,0.683672,0.839735,spectrum_fno48_floor6_smooth1_qc_peak4
run80_sparc_1528,sparc_1528,0.766134,1.000049,0.688927,0.678227,0.659722,0.667638,0.887456,0.873934,0.932105,0.945570,0.935057,0.965649,spectrum_fno48_floor6_smooth1_qc_mhi100
run80_sparc_1593,sparc_1593,0.704169,0.692431,0.922392,0.626538,0.621649,0.775565,0.950004,0.950889,0.964516,0.513902,0.689761,0.735915,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1302,sparc_1302,0.872746,0.940116,0.765339,0.867048,0.915487,0.763238,0.908795,0.894100,0.949037,0.956704,0.984294,0.896635,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1303,sparc_1303,0.539267,0.607043,0.715467,0.536182,0.601317,0.712596,0.943645,0.943135,0.958827,0.544815,0.881538,0.862097,spectrum_fno48_floor6_smooth1_qc
run81_sparc_1309,sparc_1309,1.157632,0.932017,0.946140,0.811439,0.846933,0.862002,0.774890,0.433917,0.129687,0.908702,0.937709,0.986473,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1319,sparc_1319,0.708998,0.614464,0.763260,0.607419,0.583782,0.647415,0.927154,0.932921,0.957606,0.738236,0.738232,0.855023,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1356,sparc_1356,0.760081,0.812267,0.669255,0.744539,0.795258,0.657816,0.916516,0.905480,0.933494,0.782398,0.901883,0.842776,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1364,sparc_1364,0.875413,0.844136,0.783585,0.790816,0.773813,0.721258,0.903289,0.911067,0.915122,0.895588,0.900987,0.920503,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1402,sparc_1402,0.856443,0.944616,0.756132,0.846737,0.904472,0.754262,0.907944,0.876230,0.958148,0.955914,0.982470,0.921875,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1420,sparc_1420,0.846146,0.815143,0.777562,0.790419,0.791366,0.719390,0.895972,0.899630,0.931440,0.870892,0.937372,0.846821,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1423,sparc_1423,0.854624,0.874991,0.847958,0.793733,0.768390,0.770238,0.832773,0.860607,0.924077,0.949726,0.965970,0.899449,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1426,sparc_1426,0.702364,0.856941,0.780819,0.686214,0.760781,0.713700,0.897738,0.898642,0.940476,0.689274,0.920342,0.901470,spectrum_fno48_floor6_smooth1_qc
run81_sparc_1430,sparc_1430,1.022403,0.918660,1.386066,0.874238,0.857361,0.999385,0.892227,0.861562,-0.960689,0.986702,0.990087,0.964385,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1500,sparc_1500,0.483688,0.455138,0.403273,0.478502,0.422282,0.384094,0.995725,0.994114,0.995708,0.719812,0.884264,0.896802,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1502,sparc_1502,0.852314,0.954881,0.748692,0.842142,0.902603,0.742004,0.912296,0.880928,0.954935,0.955030,0.983023,0.925858,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1512,sparc_1512,0.811891,0.642918,0.748714,0.705314,0.620916,0.658199,0.916659,0.922741,0.952329,0.835088,0.836868,0.759204,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1514,sparc_1514,0.684091,0.595866,0.671504,0.659792,0.590927,0.662867,0.920483,0.925563,0.951343,0.861030,0.812663,0.805805,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1519,sparc_1519,0.823951,0.789703,0.706243,0.775045,0.765788,0.694551,0.878356,0.896149,0.931288,0.905665,0.957202,0.889231,spectrum_fno48_floor6_smooth1_qc_mhi100
run81_sparc_1520,sparc_1520,0.862906,0.808593,0.880131,0.767338,0.760973,0.723272,0.894591,0.900760,0.929055,0.904056,0.933118,0.841844,spectrum_fno48_floor6_smooth1_qc_peak4
run81_sparc_1524,sparc_1524,1.367001,1.489772,1.490252,0.970376,0.961226,0.937342,0.812283,0.823068,0.891840,0.918743,0.870318,0.945975,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1304,sparc_1304,0.908916,0.890672,0.890368,0.902147,0.885810,0.889889,0.734191,0.682299,0.690767,0.976396,0.977290,0.971258,spectrum_fno48_floor6_smooth1_qc_mhi100
run82_sparc_1305,sparc_1305,1.021213,0.991221,1.342738,0.884774,0.852131,0.969791,0.909018,0.905916,0.924810,0.621251,0.581513,0.771711,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1306,sparc_1306,0.898641,0.864710,1.112822,0.848677,0.806941,0.945597,0.903985,0.899325,0.935656,0.886677,0.734296,0.785654,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1309,sparc_1309,0.785658,0.755012,0.981737,0.784418,0.754978,0.949981,0.893187,0.907269,0.907541,0.616904,0.800353,0.853262,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1349,sparc_1349,0.959135,0.890329,1.120127,0.801476,0.752393,0.893874,0.909752,0.914176,0.925028,0.803341,0.772440,0.834105,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1354,sparc_1354,0.658245,0.641512,0.920669,0.658170,0.640916,0.873262,0.933147,0.937225,0.937810,0.858405,0.860414,0.874511,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1360,sparc_1360,0.676573,0.793825,0.964172,0.663510,0.716361,0.878953,0.940837,0.928141,0.952181,0.753904,0.777269,0.705440,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1364,sparc_1364,0.889482,0.844314,1.171417,0.742084,0.785300,0.906443,0.916210,0.925864,0.929437,0.782623,0.750153,0.869245,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1401,sparc_1401,0.953374,0.931611,1.089530,0.800291,0.751981,0.867053,0.925717,0.930300,0.924460,0.878862,0.840173,0.808743,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1404,sparc_1404,1.157442,1.330741,1.728709,0.866293,0.853577,0.974055,0.916750,0.897833,0.938021,0.735071,0.461248,0.759099,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1406,sparc_1406,1.269649,1.169669,1.681856,0.913357,0.859192,0.976332,0.922236,0.910566,0.933755,0.795939,0.708829,0.880671,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1410,sparc_1410,0.646833,0.635995,0.861527,0.617730,0.575336,0.855924,0.932321,0.941226,0.943333,0.495134,0.712453,0.531041,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1411,sparc_1411,0.642602,0.647452,0.885430,0.622111,0.584244,0.874646,0.941122,0.949567,0.946609,0.382082,0.715529,0.523312,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1423,sparc_1423,1.133902,0.872313,1.085480,0.841236,0.766553,0.924614,0.886492,0.890270,0.907434,0.816457,0.624304,0.838688,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1428,sparc_1428,1.137839,0.807765,0.994187,0.764100,0.806317,0.844096,0.814313,0.695030,0.828911,0.964240,0.969277,0.967063,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1430,sparc_1430,1.190939,1.040965,1.465010,0.842444,0.799166,0.953557,0.892505,0.913170,0.856395,0.763220,0.777134,0.895824,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1500,sparc_1500,0.595244,0.484098,0.571624,0.562842,0.483980,0.551187,0.984042,0.982644,0.984524,0.749485,0.614786,0.724813,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1510,sparc_1510,0.627779,0.591760,0.850773,0.603791,0.567728,0.829297,0.936103,0.940432,0.943682,0.539723,0.678028,0.545158,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1519,sparc_1519,0.649589,0.684193,0.962009,0.629727,0.682439,0.879149,0.947098,0.947342,0.952493,0.266498,0.606695,0.709775,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1527,sparc_1527,1.026207,0.833095,1.112207,0.856947,0.784991,0.912163,0.858702,0.872350,0.913717,0.841109,0.420415,0.878609,spectrum_fno48_floor6_smooth1_qc_peak4
run82_sparc_1529,sparc_1529,1.261471,1.407915,1.469314,0.832084,0.891223,0.935408,0.746992,0.822492,0.787496,0.889010,0.872050,0.920188,spectrum_fno48_floor6_smooth1_qc
run82_sparc_1593,sparc_1593,0.852209,1.174220,1.228866,0.775304,0.796037,0.840034,0.931379,0.932815,0.956738,0.704328,0.715160,0.751004,spectrum_fno48_floor6_smooth1_qc
run83_sparc_1306,sparc_1306,0.846354,0.927554,0.802728,0.833950,0.883443,0.781233,0.882809,0.871517,0.940682,0.913623,0.946878,0.964352,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1308,sparc_1308,0.790185,0.773542,0.796478,0.780985,0.769798,0.775165,0.880589,0.859091,0.898450,0.861929,0.920765,0.963651,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1309,sparc_1309,1.171061,1.857985,1.309255,0.867817,0.935317,0.861689,0.736503,0.651591,0.823609,0.911119,0.953810,0.947878,spectrum_fno48_floor6_smooth1_qc
run83_sparc_1310,sparc_1310,0.795140,0.799379,0.783082,0.774857,0.760493,0.751669,0.894838,0.906064,0.929909,0.893181,0.743516,0.886839,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1318,sparc_1318,0.931163,0.913976,0.848430,0.840622,0.815221,0.793541,0.912534,0.911465,0.954215,0.857648,0.841989,0.677081,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1350,sparc_1350,0.715515,0.749890,0.653623,0.702404,0.698108,0.646387,0.931161,0.932955,0.964283,0.801457,0.869637,0.718231,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1352,sparc_1352,0.838049,0.803375,0.807378,0.800234,0.784453,0.777153,0.875214,0.877608,0.913292,0.741381,0.834017,0.659901,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1357,sparc_1357,1.055233,0.852081,0.995872,0.870840,0.797052,0.808348,0.803712,0.873445,0.865500,0.907547,0.900966,0.879743,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1400,sparc_1400,0.485050,0.411699,0.467815,0.414015,0.404772,0.466539,0.995727,0.995091,0.995854,0.618323,0.674108,0.813390,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1407,sparc_1407,0.912964,0.922613,0.851824,0.845926,0.820331,0.825787,0.841409,0.879795,0.903946,0.916549,0.933197,0.955148,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1408,sparc_1408,0.766048,0.764501,0.778869,0.764662,0.741047,0.776620,0.921896,0.924265,0.953159,0.780420,0.903599,0.927035,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1413,sparc_1413,0.754611,0.754762,0.754246,0.745732,0.737845,0.731367,0.916368,0.918811,0.956205,0.712099,0.844029,0.774249,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1414,sparc_1414,0.853299,0.846595,0.960297,0.809460,0.798942,0.815112,0.909524,0.904885,0.921461,0.732679,0.831841,0.879129,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1417,sparc_1417,0.846054,0.888628,0.804466,0.711048,0.698558,0.681551,0.881704,0.896139,0.903894,0.960014,0.970365,0.956443,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1419,sparc_1419,1.048848,1.212042,1.046847,0.857572,0.842954,0.845195,0.864222,0.888333,0.925899,0.957467,0.925499,0.900358,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1421,sparc_1421,1.531036,1.758216,1.050485,0.985381,0.984325,0.965433,0.835795,0.862897,0.890173,0.962674,0.969859,0.931142,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1427,sparc_1427,0.957511,0.927963,0.978800,0.770768,0.716928,0.759883,0.794431,0.861257,0.804698,0.901681,0.926139,0.954041,spectrum_fno48_floor6_smooth1_qc_peak4
run83_sparc_1505,sparc_1505,0.790052,0.801943,0.880773,0.699338,0.672522,0.774504,0.932639,0.919331,0.914229,0.873894,0.959688,0.938282,spectrum_fno48_floor6_smooth1_qc
run83_sparc_1507,sparc_1507,0.860601,0.871509,0.826150,0.838455,0.815417,0.813820,0.849877,0.885549,0.907076,0.930791,0.945851,0.954810,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1509,sparc_1509,0.925193,0.931267,1.047047,0.806523,0.817219,0.832815,0.864930,0.862960,0.907793,0.731163,0.867048,0.932636,spectrum_fno48_floor6_smooth1_qc
run83_sparc_1521,sparc_1521,1.218050,1.340340,0.999686,0.975002,0.974159,0.936892,0.836300,0.869932,0.921896,0.984185,0.989762,0.869186,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1524,sparc_1524,2.614771,2.156640,1.175069,0.983557,0.981746,0.908944,0.582471,0.658191,0.896967,0.992038,0.978628,0.960626,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1529,sparc_1529,1.024409,1.012219,0.847487,0.949924,0.929803,0.812166,0.854247,0.796293,0.766715,0.972532,0.985502,0.940288,spectrum_fno48_floor6_smooth1_qc_mhi100
run83_sparc_1530,sparc_1530,0.452921,0.793379,1.189509,0.409194,0.560611,0.993474,0.922077,0.884501,-0.074510,0.952398,0.763187,0.996141,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1300,sparc_1300,0.390721,0.357629,0.364086,0.315070,0.303094,0.363597,0.992718,0.993906,0.995354,0.716224,0.716049,0.867590,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1307,sparc_1307,1.163339,1.056779,1.252286,0.775986,0.724842,0.802850,0.870218,0.863759,0.783852,0.976617,0.940044,0.984898,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1315,sparc_1315,0.580370,0.574701,0.628463,0.580363,0.567761,0.610239,0.933379,0.933043,0.956868,0.804603,0.834000,0.647235,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1356,sparc_1356,0.643694,0.672781,0.665376,0.637368,0.651483,0.646594,0.911955,0.914933,0.938656,0.823151,0.830717,0.606193,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1358,sparc_1358,0.606928,0.588404,0.752693,0.568441,0.561766,0.642330,0.907235,0.909587,0.924117,0.672394,0.765837,0.830383,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1359,sparc_1359,0.569499,0.591107,0.688582,0.566004,0.576431,0.646576,0.911581,0.910178,0.938701,0.532445,0.747263,0.665321,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1364,sparc_1364,0.620814,0.730728,0.677794,0.609193,0.676560,0.644491,0.923634,0.919730,0.928251,0.838446,0.915582,0.833289,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1405,sparc_1405,0.683255,0.613369,0.678450,0.646914,0.572803,0.648708,0.915482,0.915078,0.930225,0.908292,0.947081,0.880758,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1417,sparc_1417,0.549744,0.559305,0.682791,0.543971,0.550149,0.630513,0.928484,0.926582,0.946056,0.833909,0.708664,0.658087,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1420,sparc_1420,0.591182,0.587534,0.695810,0.579881,0.568803,0.648808,0.922835,0.925281,0.934245,0.633173,0.871389,0.761426,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1430,sparc_1430,0.839968,0.851942,0.912763,0.766107,0.777801,0.829425,0.752289,0.660726,0.715865,0.940210,0.949773,0.887195,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1441,sparc_1441,0.636040,0.634871,0.699269,0.622056,0.609482,0.682717,0.928094,0.931573,0.952894,0.771342,0.787965,0.598597,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1500,sparc_1500,0.444612,0.401058,0.482994,0.345417,0.345814,0.408640,0.992654,0.992391,0.993886,0.518512,0.827235,0.837157,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1506,sparc_1506,0.689314,0.611446,0.785636,0.675544,0.592217,0.760884,0.903240,0.910705,0.893439,0.903369,0.936988,0.952870,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1511,sparc_1511,0.615061,0.571159,0.657602,0.615033,0.567256,0.643003,0.937211,0.933407,0.955080,0.749886,0.738589,0.587011,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1518,sparc_1518,0.542275,0.566063,0.676095,0.542267,0.555496,0.647583,0.913495,0.909696,0.925551,0.817408,0.726015,0.791321,spectrum_fno48_floor6_smooth1_qc
run84_sparc_1522,sparc_1522,0.826714,0.759151,0.902224,0.777141,0.730841,0.799978,0.880032,0.887023,0.905743,0.812745,0.775045,0.888859,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1528,sparc_1528,0.832623,0.830772,0.898582,0.810978,0.762795,0.821908,0.847819,0.880686,0.912405,0.912969,0.949512,0.912332,spectrum_fno48_floor6_smooth1_qc_peak4
run85_sparc_1304,sparc_1304,0.774409,0.685557,0.796075,0.758869,0.672914,0.776370,0.932489,0.927415,0.933911,0.747097,0.920885,0.910376,spectrum_fno48_floor6_smooth1_qc_peak4
run85_sparc_1317,sparc_1317,0.904782,0.906571,1.188893,0.803496,0.784456,0.845029,0.867024,0.881200,0.877910,0.523105,0.896656,0.805557,spectrum_fno48_floor6_smooth1_qc
run85_sparc_1351,sparc_1351,0.892976,0.836239,0.935175,0.868293,0.824726,0.871874,0.904416,0.920453,0.906212,0.664534,0.807562,0.732996,spectrum_fno48_floor6_smooth1_qc_peak4
run85_sparc_1358,sparc_1358,0.747921,0.670304,0.819811,0.694647,0.668749,0.793530,0.913832,0.925982,0.915284,0.827627,0.817305,0.694601,spectrum_fno48_floor6_smooth1_qc_peak4
run85_sparc_1363,sparc_1363,0.764489,0.710439,0.912799,0.747945,0.700301,0.802271,0.887699,0.909806,0.887311,0.633992,0.846085,0.726034,spectrum_fno48_floor6_smooth1_qc_peak4
