key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,winner
run10_sparc_1412,sparc_1412,0.525755,0.773905,0.157379,0.525721,0.770780,0.154151,0.892217,0.889862,0.738078,0.821221,0.443581,0.579461,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run10_sparc_1420,sparc_1420,0.739863,0.858817,0.454201,0.739625,0.852000,0.350882,0.893103,0.884180,0.695843,0.854617,0.799323,0.592332,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run10_sparc_1440,sparc_1440,0.977739,1.525237,1.302823,0.898255,0.882251,0.786123,0.865319,0.864623,0.717758,0.675039,0.860264,0.460471,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1441,sparc_1441,0.968591,1.452417,1.346161,0.898970,0.876183,0.793400,0.870424,0.871650,0.721189,0.722492,0.854401,0.468656,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1515,sparc_1515,0.927250,0.970241,0.736099,0.916113,0.945840,0.734270,0.825221,0.815760,0.677002,0.978456,0.916321,0.724405,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1308,sparc_1308,0.857397,0.912532,0.643707,0.837433,0.877834,0.643527,0.782450,0.835405,0.675923,0.956224,0.888503,0.729039,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1309,sparc_1309,0.660678,1.023566,0.384993,0.623271,0.850380,0.382190,0.877333,0.882779,0.651116,0.808812,0.872677,0.570755,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1310,sparc_1310,0.594817,0.905658,0.331767,0.593553,0.827202,0.319724,0.890412,0.886648,0.708575,0.829530,0.797830,0.638909,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1316,sparc_1316,0.545703,0.834315,0.324970,0.539862,0.799520,0.324426,0.888340,0.876221,0.669546,0.962973,0.752481,0.425715,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1349,sparc_1349,0.552024,0.845251,0.285110,0.551906,0.826833,0.280163,0.883970,0.888750,0.671313,0.834328,0.727920,0.395521,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1350,sparc_1350,0.583290,1.029436,0.360343,0.572802,0.867233,0.352920,0.913589,0.893539,0.724178,0.870739,0.901279,0.614429,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1361,sparc_1361,0.474578,0.583330,0.279896,0.471525,0.574852,0.279439,0.888673,0.886129,0.678144,0.843154,0.747147,0.785954,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1401,sparc_1401,0.497916,0.562898,0.435956,0.497907,0.552123,0.428635,0.892668,0.909477,0.811264,0.941488,0.925076,0.732097,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1407,sparc_1407,0.796767,0.868676,0.451835,0.707571,0.742678,0.444637,0.923240,0.923399,0.790751,0.875368,0.801450,0.547060,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1410,sparc_1410,0.559885,1.054115,0.320309,0.558264,0.867885,0.312006,0.893651,0.893949,0.717875,0.818720,0.846851,0.666727,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1413,sparc_1413,0.567479,0.984902,0.327665,0.567464,0.854648,0.327529,0.893327,0.886621,0.726053,0.870144,0.853805,0.693119,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1414,sparc_1414,0.545394,0.847389,0.331455,0.543904,0.807055,0.330553,0.881157,0.881977,0.701429,0.847589,0.826176,0.570090,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1421,sparc_1421,0.600257,0.755865,0.494780,0.585491,0.741396,0.487980,0.886007,0.857872,0.669707,0.768431,0.888328,0.633570,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1425,sparc_1425,0.994843,1.311207,0.554666,0.748528,0.892052,0.499599,0.890737,0.735911,0.680761,0.822659,0.713322,0.522775,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1427,sparc_1427,0.844520,0.954139,0.807629,0.718496,0.814251,0.779943,0.622592,0.741548,0.504326,0.978710,0.948504,0.791994,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1429,sparc_1429,0.776570,0.785166,0.648641,0.774681,0.780048,0.641394,0.866658,0.860571,0.737049,0.973031,0.856216,0.764654,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1503,sparc_1503,0.555272,0.948372,0.312511,0.554248,0.764955,0.310979,0.919632,0.907067,0.810608,0.886285,0.886046,0.433654,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1515,sparc_1515,0.538569,0.635945,0.326455,0.538106,0.635545,0.321094,0.889351,0.879998,0.695369,0.841596,0.324720,0.533236,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1519,sparc_1519,0.537793,0.779615,0.367746,0.535151,0.750890,0.367019,0.856214,0.842153,0.627458,0.856705,0.884174,0.536545,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1520,sparc_1520,0.510811,0.669329,0.361680,0.510802,0.645511,0.307032,0.869658,0.885385,0.679072,0.774560,0.830988,0.338713,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run11_sparc_1521,sparc_1521,0.654748,0.851567,0.605423,0.637299,0.791243,0.586166,0.877297,0.874224,0.642160,0.733594,0.864011,0.487106,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1300,sparc_1300,0.391896,0.414612,0.420092,0.391765,0.411106,0.411909,0.984914,0.991262,0.979155,0.969198,0.923728,0.858267,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1301,sparc_1301,0.640432,0.627342,0.637681,0.624450,0.619993,0.621877,0.951808,0.951394,0.902025,0.844912,0.914491,0.837601,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1308,sparc_1308,0.959965,1.118520,0.652958,0.739005,0.790862,0.576607,0.929784,0.929904,0.786236,0.827083,0.808322,0.516939,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1313,sparc_1313,0.593981,0.656968,0.284119,0.565444,0.604727,0.282356,0.896982,0.900990,0.694655,0.950137,0.691554,0.498479,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1314,sparc_1314,0.598456,0.638866,0.279802,0.563309,0.594111,0.278168,0.896367,0.901795,0.693816,0.952157,0.684592,0.477230,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1316,sparc_1316,0.552794,0.599565,0.298146,0.550619,0.578918,0.289516,0.896400,0.900629,0.672080,0.974485,0.734590,0.673204,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1319,sparc_1319,0.529319,0.626470,0.264700,0.526318,0.606104,0.251989,0.908744,0.908965,0.714733,0.896090,0.833698,0.523663,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1350,sparc_1350,0.593982,0.656990,0.284118,0.565442,0.604740,0.282356,0.896983,0.900990,0.694655,0.950155,0.691434,0.498477,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1357,sparc_1357,0.554027,0.736210,0.284728,0.538355,0.671582,0.282724,0.880211,0.874721,0.654968,0.891620,0.778645,0.560570,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1360,sparc_1360,0.487979,0.601817,0.265130,0.482793,0.600816,0.250773,0.903784,0.906528,0.688201,0.919298,0.912464,0.599516,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1361,sparc_1361,0.457601,0.571598,0.234282,0.457555,0.559597,0.230709,0.906609,0.908108,0.714726,0.920390,0.934345,0.770862,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1362,sparc_1362,0.448083,0.566142,0.222363,0.443673,0.535859,0.222294,0.906237,0.905744,0.713593,0.954653,0.942989,0.755952,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1407,sparc_1407,0.774609,0.953902,0.342248,0.706637,0.770126,0.338081,0.928504,0.937950,0.803921,0.912369,0.878982,0.594791,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1408,sparc_1408,0.798165,0.975467,0.409744,0.707352,0.767374,0.403710,0.919593,0.928454,0.770033,0.848485,0.838206,0.618283,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1410,sparc_1410,0.645993,0.797967,0.363595,0.645547,0.685303,0.363572,0.896387,0.896745,0.710795,0.958982,0.941173,0.788664,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1414,sparc_1414,0.559504,0.606344,0.303872,0.550010,0.591727,0.303771,0.927580,0.926476,0.735222,0.882474,0.707753,0.556380,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1421,sparc_1421,0.550496,0.656969,0.344230,0.543253,0.624883,0.341414,0.902037,0.903686,0.685772,0.876076,0.658392,0.390903,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1428,sparc_1428,0.905671,1.032507,0.450694,0.727200,0.778691,0.399246,0.838801,0.772120,0.718588,0.879522,0.712521,0.500978,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1504,sparc_1504,0.750788,0.821828,0.211534,0.708154,0.734404,0.208059,0.881908,0.881758,0.754171,0.918493,0.848255,0.557980,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1507,sparc_1507,0.843967,1.096960,0.285116,0.707245,0.786806,0.283210,0.927579,0.938146,0.796321,0.845225,0.885337,0.624708,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1509,sparc_1509,1.054292,0.886651,0.415745,0.696759,0.688196,0.348864,0.916571,0.921441,0.743231,0.888925,0.854860,0.538960,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1516,sparc_1516,0.517744,0.575326,0.254021,0.517115,0.565945,0.242063,0.915221,0.910010,0.712341,0.879569,0.784109,0.544090,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1521,sparc_1521,0.529944,0.655781,0.348868,0.519728,0.623719,0.327441,0.894810,0.894281,0.672615,0.861746,0.753958,0.406022,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1522,sparc_1522,0.511696,0.639269,0.274041,0.504549,0.608194,0.260902,0.904728,0.903547,0.703747,0.872874,0.764078,0.568736,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run12_sparc_1528,sparc_1528,0.658220,0.838390,0.257026,0.650218,0.767693,0.255971,0.919022,0.930002,0.821917,0.881339,0.678775,0.631715,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1304,sparc_1304,0.887040,1.099672,0.425925,0.776623,0.883996,0.418050,0.891119,0.890898,0.772685,0.973385,0.961918,0.670624,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1306,sparc_1306,0.991850,1.091385,0.898732,0.885102,0.926306,0.883438,0.830017,0.769378,0.601046,0.942454,0.947713,0.829495,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1313,sparc_1313,0.646173,1.140691,0.333920,0.605011,0.876075,0.329478,0.915985,0.898481,0.732181,0.755052,0.879791,0.664165,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1353,sparc_1353,0.574429,0.921286,0.280928,0.569010,0.839989,0.270579,0.882626,0.884662,0.673508,0.804008,0.813465,0.507384,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1365,sparc_1365,0.498865,0.815368,0.306471,0.492377,0.726499,0.305897,0.861310,0.862119,0.593362,0.870768,0.929010,0.768853,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1400,sparc_1400,1.482577,1.242271,1.733500,0.998627,0.999978,0.990922,0.963573,0.969164,0.954482,0.965568,0.926281,0.959895,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1407,sparc_1407,1.367603,1.546895,0.813229,0.869819,0.890639,0.696161,0.909855,0.911549,0.749119,0.924108,0.728334,0.559590,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1410,sparc_1410,0.544388,0.959493,0.411826,0.544130,0.956470,0.411712,0.893161,0.902176,0.812263,0.614104,0.252165,0.805145,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1413,sparc_1413,0.538520,0.955240,0.382720,0.538162,0.951624,0.381953,0.922526,0.931415,0.839091,0.651648,0.251430,0.789008,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1417,sparc_1417,0.582613,0.913535,0.371379,0.581404,0.892777,0.367859,0.926644,0.939628,0.844788,0.650219,0.242498,0.783342,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1421,sparc_1421,0.606630,0.723359,0.435151,0.606160,0.707224,0.409643,0.902120,0.837510,0.810498,0.790937,0.472096,0.800292,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1422,sparc_1422,0.547192,0.873685,0.418075,0.546140,0.789186,0.344069,0.869910,0.913147,0.781465,0.738183,0.190663,0.643398,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1425,sparc_1425,0.766873,0.794778,0.754826,0.766727,0.782759,0.754721,-0.183376,0.300505,-0.004699,0.989257,0.985160,0.796898,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1501,sparc_1501,0.676103,0.662122,0.546542,0.675349,0.660145,0.529986,0.856025,0.888079,0.799646,0.950287,0.925410,0.760967,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1510,sparc_1510,0.545263,0.960610,0.430174,0.543507,0.958342,0.429703,0.900347,0.923864,0.823716,0.841167,0.251352,0.740501,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1514,sparc_1514,0.559033,0.954035,0.379113,0.551968,0.950989,0.378982,0.905186,0.940773,0.822313,0.797652,0.251309,0.825742,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1523,sparc_1523,0.833436,0.829825,0.541540,0.832933,0.798178,0.541068,0.619954,0.757151,0.572733,0.889932,0.556851,0.739192,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run13_sparc_1527,sparc_1527,1.082617,1.063572,0.756576,0.798774,0.818216,0.633013,0.872083,0.885083,0.788041,0.916016,0.844278,0.549227,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1305,sparc_1305,0.687374,0.673063,0.578903,0.675001,0.665031,0.577930,0.918315,0.919688,0.798153,0.952244,0.928707,0.708342,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1306,sparc_1306,0.706512,0.739499,0.583711,0.628463,0.694922,0.556988,0.901668,0.888547,0.736369,0.882683,0.802624,0.555280,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1307,sparc_1307,0.666359,0.712742,0.654773,0.654288,0.684529,0.653234,0.890711,0.894272,0.740808,0.929999,0.903637,0.565565,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1309,sparc_1309,1.476352,1.540902,1.260211,0.926335,0.958745,0.938238,0.853933,0.829802,0.687588,0.930147,0.929179,0.820653,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1315,sparc_1315,0.801747,0.812811,0.750796,0.800970,0.812108,0.747708,0.909206,0.911267,0.745927,0.958484,0.932064,0.794593,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1358,sparc_1358,0.712683,0.719543,0.537291,0.622446,0.630986,0.481345,0.909362,0.914092,0.758719,0.852183,0.757462,0.400886,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1359,sparc_1359,0.774465,0.771345,0.510812,0.686595,0.700112,0.484996,0.888407,0.897056,0.712563,0.907928,0.859038,0.477662,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1364,sparc_1364,0.809103,0.916679,0.681622,0.719028,0.839468,0.666496,0.902238,0.902168,0.764713,0.947450,0.913148,0.700652,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1404,sparc_1404,0.728851,0.696524,0.648838,0.702949,0.649781,0.611157,0.922755,0.934194,0.816713,0.924249,0.924528,0.630830,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1411,sparc_1411,0.677826,0.701943,0.521003,0.677686,0.701871,0.516997,0.910439,0.910421,0.766847,0.934575,0.869888,0.677994,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1415,sparc_1415,0.783333,0.831603,0.688637,0.783333,0.829932,0.675678,0.887185,0.897672,0.741606,0.972266,0.963237,0.778965,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1424,sparc_1424,0.736261,0.760440,0.702054,0.716010,0.733511,0.695672,0.873965,0.884487,0.760887,0.915237,0.872107,0.698257,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1428,sparc_1428,0.699832,0.757075,0.709726,0.684627,0.685240,0.640451,0.894275,0.903294,0.802525,0.959155,0.939550,0.787226,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1429,sparc_1429,0.795917,0.808231,0.976887,0.773705,0.769271,0.901690,0.921637,0.928463,0.836097,0.965166,0.969831,0.867657,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1504,sparc_1504,0.686932,0.652820,0.664741,0.686795,0.650483,0.664528,0.920817,0.933409,0.814300,0.923602,0.904790,0.635302,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1505,sparc_1505,0.677938,0.670977,0.666742,0.672724,0.665555,0.665499,0.919130,0.918206,0.795678,0.969439,0.955307,0.715248,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1510,sparc_1510,0.716972,0.789455,0.553891,0.705803,0.761593,0.550034,0.915477,0.920231,0.769361,0.894830,0.837523,0.641468,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1514,sparc_1514,0.636552,0.673521,0.460403,0.622072,0.652407,0.459108,0.918871,0.923789,0.769215,0.924481,0.844886,0.410491,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1518,sparc_1518,0.574705,0.627354,0.384101,0.566807,0.615880,0.368881,0.909507,0.915857,0.760301,0.913227,0.821909,0.563382,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1519,sparc_1519,0.839228,0.794984,0.805431,0.693482,0.678828,0.592101,0.872360,0.888124,0.731547,0.949827,0.966263,0.762532,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1520,sparc_1520,0.891578,0.845113,0.902446,0.793335,0.767542,0.797480,0.856448,0.884698,0.718461,0.957969,0.935093,0.696957,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1522,sparc_1522,1.259000,1.398347,1.169056,0.864910,0.899808,0.906104,0.847744,0.861590,0.697269,0.962385,0.978001,0.785732,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run14_sparc_1593,sparc_1593,0.573788,0.592924,0.383417,0.557080,0.588763,0.357855,0.948675,0.956729,0.856710,0.938752,0.819645,0.639532,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1301,sparc_1301,0.519763,0.562529,0.485030,0.518895,0.561088,0.484556,0.857243,0.895480,0.791237,0.868916,0.845806,0.701147,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1307,sparc_1307,0.946658,1.163701,0.746772,0.886129,0.914321,0.695683,0.860878,0.849704,0.682612,0.956587,0.924886,0.654473,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1314,sparc_1314,0.537914,0.558714,0.302369,0.503041,0.506639,0.290087,0.918720,0.919011,0.720182,0.898359,0.762461,0.571692,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1317,sparc_1317,0.510020,0.535215,0.303115,0.489103,0.512491,0.303020,0.908439,0.911877,0.716500,0.893968,0.718804,0.535019,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1318,sparc_1318,0.480657,0.494577,0.281874,0.470312,0.492080,0.276457,0.926967,0.928857,0.746951,0.873628,0.603492,0.583723,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1349,sparc_1349,0.478670,0.609153,0.262794,0.455193,0.554345,0.262183,0.905658,0.905389,0.710699,0.936071,0.872733,0.504909,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1350,sparc_1350,0.553232,0.565869,0.297270,0.503695,0.510363,0.292191,0.918056,0.919531,0.721469,0.884885,0.786623,0.586428,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1351,sparc_1351,0.525712,0.556610,0.301783,0.499739,0.506175,0.296138,0.909855,0.911333,0.706979,0.871625,0.817068,0.547102,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1363,sparc_1363,0.441163,0.521838,0.261799,0.439173,0.504632,0.258638,0.889080,0.890511,0.680572,0.961030,0.805812,0.583085,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1408,sparc_1408,0.841940,0.903142,0.532982,0.747693,0.820025,0.532802,0.811970,0.737819,0.484697,0.986511,0.982100,0.742149,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1414,sparc_1414,0.536934,0.562536,0.322375,0.536229,0.558558,0.319510,0.916828,0.912861,0.717778,0.888325,0.802152,0.361285,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1418,sparc_1418,0.471615,0.521032,0.297564,0.471533,0.520143,0.297548,0.905773,0.907538,0.704101,0.941043,0.619824,0.559461,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1440,sparc_1440,0.517266,0.894766,0.381154,0.516780,0.802966,0.330255,0.889674,0.866290,0.739833,0.976511,0.942139,0.787528,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run15_sparc_1503,sparc_1503,0.696458,0.742514,0.786365,0.586330,0.742102,0.549851,0.889474,0.886294,0.746627,0.968957,0.813018,0.761828,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1506,sparc_1506,0.548579,1.083373,0.592146,0.548098,0.835134,0.575551,0.852880,0.662437,0.632431,0.979407,0.973762,0.810541,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
