key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,winner
run54_sparc_1513,sparc_1513,0.524694,0.551769,0.538667,0.519113,0.527960,0.525410,0.928131,0.927223,0.927755,0.927401,0.737199,0.923148,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run54_sparc_1515,sparc_1515,0.493459,0.530657,0.496902,0.492494,0.527116,0.493761,0.917413,0.925687,0.918719,0.858982,0.781795,0.878825,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run54_sparc_1518,sparc_1518,0.462682,0.557579,0.489135,0.447334,0.502281,0.462216,0.912421,0.914791,0.915785,0.917157,0.905483,0.972449,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run54_sparc_1521,sparc_1521,0.575569,0.616741,0.579462,0.573918,0.593504,0.575947,0.895982,0.900701,0.891680,0.864381,0.937998,0.857962,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run54_sparc_1528,sparc_1528,0.567096,0.628919,0.585055,0.565983,0.621945,0.577345,0.891511,0.885695,0.867286,0.940536,0.925028,0.960233,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run54_sparc_1530,sparc_1530,0.868067,0.795775,0.563934,0.863040,0.795667,0.530720,0.639933,0.706650,0.855818,0.995174,0.993741,0.991642,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run55_sparc_1307,sparc_1307,0.797914,1.031010,0.926798,0.721108,0.822837,0.770052,0.869692,0.850720,0.834492,0.901467,0.880391,0.971492,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1313,sparc_1313,0.513361,0.841411,0.525441,0.512135,0.777931,0.524984,0.906425,0.900643,0.949283,0.909886,0.859895,0.895963,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1314,sparc_1314,0.520173,0.837640,0.527927,0.517205,0.783637,0.525811,0.907600,0.901187,0.948074,0.917143,0.859347,0.897735,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1353,sparc_1353,0.494823,0.949812,0.508087,0.492194,0.788523,0.502669,0.884197,0.883143,0.875623,0.895200,0.907760,0.934079,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1357,sparc_1357,0.521696,0.841308,0.537536,0.517829,0.749316,0.533233,0.880477,0.875453,0.883790,0.913290,0.836275,0.920687,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1360,sparc_1360,0.524172,0.934181,0.538873,0.523001,0.828571,0.533461,0.894217,0.888681,0.889701,0.870639,0.931972,0.938320,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1364,sparc_1364,0.502871,0.759281,0.551358,0.493511,0.688347,0.532045,0.846722,0.859800,0.851031,0.921297,0.969952,0.949456,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1417,sparc_1417,0.550461,0.981120,0.540626,0.542693,0.840360,0.535344,0.909681,0.904052,0.928822,0.907601,0.833202,0.922516,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run55_sparc_1422,sparc_1422,0.476093,0.713685,0.516311,0.474424,0.653926,0.515215,0.898848,0.894572,0.880224,0.910067,0.806750,0.826022,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1427,sparc_1427,0.908127,1.168210,1.144696,0.714380,0.798375,0.751610,0.673064,0.774666,0.790303,0.976238,0.939156,0.971319,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1505,sparc_1505,0.975729,1.401991,0.990973,0.747553,0.854828,0.739009,0.898103,0.909519,0.907548,0.865216,0.715216,0.861346,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1522,sparc_1522,0.527629,0.819817,0.583507,0.499721,0.713810,0.529788,0.914150,0.908546,0.888764,0.747513,0.841382,0.877661,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1527,sparc_1527,0.729638,0.869984,0.754408,0.722100,0.799019,0.725868,0.839294,0.862464,0.856375,0.977723,0.962350,0.979288,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1529,sparc_1529,0.622887,1.472983,0.798774,0.598104,0.858158,0.635189,0.865714,0.841866,0.820241,0.909373,0.909411,0.965999,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run55_sparc_1593,sparc_1593,0.780304,1.155590,0.840300,0.646976,0.809861,0.680602,0.924738,0.926971,0.942581,0.877548,0.763486,0.959317,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1300,sparc_1300,0.426008,0.547026,0.493781,0.425709,0.529758,0.428231,0.986299,0.989015,0.987791,0.879617,0.647837,0.938519,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1302,sparc_1302,0.583987,0.663295,0.563278,0.579697,0.587257,0.563135,0.940923,0.949777,0.947077,0.905402,0.812495,0.950803,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run56_sparc_1310,sparc_1310,0.508897,0.735728,0.536270,0.500632,0.643032,0.522892,0.904448,0.902079,0.940167,0.932460,0.696811,0.896724,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1318,sparc_1318,0.543786,0.759424,0.553052,0.501759,0.661540,0.508041,0.905189,0.902172,0.951284,0.911654,0.876054,0.882421,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1360,sparc_1360,0.500696,0.860663,0.504743,0.485478,0.720695,0.495024,0.868389,0.873118,0.873136,0.891398,0.889224,0.931449,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1362,sparc_1362,0.491517,0.749321,0.525520,0.491426,0.670715,0.522672,0.910623,0.904776,0.899527,0.905147,0.853994,0.945328,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1363,sparc_1363,0.509502,0.753265,0.542589,0.500371,0.654848,0.530178,0.882855,0.887588,0.874539,0.934672,0.894480,0.919938,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1365,sparc_1365,0.492354,0.817307,0.498923,0.481353,0.713795,0.490502,0.895931,0.892308,0.886854,0.898768,0.879851,0.931687,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1425,sparc_1425,1.314604,1.345607,1.487631,0.838195,0.856266,0.859541,0.927602,0.905131,0.904298,0.864542,0.781259,0.920903,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1504,sparc_1504,0.855766,1.067984,0.860035,0.772927,0.830627,0.764635,0.926816,0.921595,0.916856,0.902709,0.813175,0.899927,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1507,sparc_1507,0.904306,1.201536,0.834056,0.758973,0.834870,0.730601,0.931628,0.927695,0.933674,0.921216,0.860351,0.932975,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run56_sparc_1508,sparc_1508,0.929345,1.229053,1.072533,0.762770,0.849124,0.805533,0.918516,0.922933,0.925114,0.858993,0.804514,0.927001,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1510,sparc_1510,0.501000,0.776266,0.542316,0.492860,0.645017,0.520592,0.930384,0.923692,0.947323,0.934317,0.730903,0.882933,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1520,sparc_1520,0.532434,0.827124,0.543923,0.527328,0.801867,0.540996,0.897966,0.889627,0.881172,0.937622,0.842495,0.932012,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run56_sparc_1527,sparc_1527,0.838625,0.865372,0.831108,0.780533,0.810867,0.780893,0.873789,0.861815,0.865989,0.961952,0.785963,0.966551,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1300,sparc_1300,0.262274,0.382027,0.288799,0.262273,0.340947,0.261795,0.993030,0.996154,0.993373,0.867611,0.447617,0.959420,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1305,sparc_1305,0.561985,0.616763,0.575633,0.557117,0.596149,0.569486,0.921875,0.929193,0.913821,0.953928,0.958941,0.973937,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1307,sparc_1307,0.787470,1.100506,1.056790,0.703593,0.788705,0.785302,0.809947,0.833837,0.667651,0.946321,0.941526,0.972294,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1308,sparc_1308,0.873566,1.026009,0.942498,0.852181,0.895879,0.875984,0.817586,0.799238,0.727327,0.957518,0.953315,0.963785,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1316,sparc_1316,0.586724,0.570167,0.611541,0.551351,0.560170,0.569884,0.914360,0.913701,0.904105,0.945897,0.892442,0.958172,spectrum_fno48_floor6_smooth1_qc_peak4
run57_sparc_1356,sparc_1356,0.624732,0.702754,0.600143,0.624126,0.698930,0.598684,0.923744,0.922026,0.912348,0.873039,0.885489,0.831124,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1357,sparc_1357,0.637509,0.647105,0.684576,0.624426,0.617488,0.663374,0.912458,0.912838,0.903500,0.918861,0.783026,0.921745,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1358,sparc_1358,0.631902,0.707446,0.734072,0.585092,0.620172,0.626801,0.879715,0.892588,0.877037,0.894396,0.854597,0.873975,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1361,sparc_1361,0.549826,0.611477,0.599086,0.540330,0.582857,0.577791,0.921474,0.920307,0.916691,0.913462,0.836828,0.959614,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1365,sparc_1365,0.651488,0.698390,0.649364,0.621775,0.653776,0.599327,0.913476,0.918348,0.912187,0.909454,0.920198,0.861580,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1402,sparc_1402,0.545282,0.601122,0.519610,0.544317,0.600676,0.510631,0.933333,0.944141,0.957960,0.941441,0.862344,0.922203,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1415,sparc_1415,0.565277,0.613378,0.562027,0.565275,0.611150,0.560381,0.932764,0.932723,0.936185,0.943337,0.766713,0.926779,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1417,sparc_1417,0.554516,0.598822,0.559425,0.528863,0.576241,0.528053,0.927734,0.927136,0.926933,0.939943,0.843627,0.952055,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1421,sparc_1421,0.612946,0.697454,0.706441,0.594247,0.667085,0.651825,0.894664,0.898605,0.896256,0.785300,0.899627,0.853552,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1423,sparc_1423,0.667573,0.706325,0.699933,0.667568,0.701899,0.697892,0.877823,0.878751,0.879624,0.963585,0.895819,0.964295,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1425,sparc_1425,0.677805,0.687386,0.725309,0.673588,0.685232,0.721669,0.892055,0.883138,0.855224,0.962610,0.885918,0.963470,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1429,sparc_1429,0.638379,0.688036,0.666316,0.623657,0.666292,0.663800,0.916284,0.930759,0.916532,0.935559,0.878021,0.931767,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1500,sparc_1500,0.356530,0.404288,0.294803,0.319907,0.343002,0.294402,0.992390,0.993428,0.994004,0.909730,0.760380,0.957007,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1504,sparc_1504,0.634444,0.615722,0.626592,0.630948,0.614443,0.622874,0.916140,0.913280,0.904138,0.940278,0.886137,0.935324,spectrum_fno48_floor6_smooth1_qc_peak4
run57_sparc_1508,sparc_1508,0.715326,0.798557,0.744922,0.701574,0.748919,0.729649,0.887336,0.875126,0.867260,0.968298,0.969130,0.986688,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1520,sparc_1520,0.643034,0.719763,0.634092,0.629818,0.674923,0.624528,0.911521,0.915168,0.890931,0.878304,0.911863,0.930995,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run57_sparc_1523,sparc_1523,0.807271,0.802470,0.867606,0.770767,0.774753,0.799238,0.885334,0.885206,0.871094,0.858401,0.801180,0.910164,spectrum_fno48_floor6_smooth1_qc_peak4
run57_sparc_1528,sparc_1528,0.725680,0.763602,0.737599,0.725607,0.730489,0.733783,0.900457,0.898557,0.901609,0.962140,0.949606,0.977234,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run57_sparc_1593,sparc_1593,0.587833,0.625029,0.568216,0.579001,0.617262,0.567553,0.936287,0.938438,0.942798,0.925397,0.888516,0.973724,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run58_sparc_1300,sparc_1300,0.425345,0.487124,0.442421,0.422062,0.470492,0.435957,0.981339,0.990255,0.988842,0.913659,0.812104,0.960669,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1349,sparc_1349,0.505819,0.657554,0.526720,0.493803,0.603564,0.509991,0.891953,0.884762,0.870559,0.931759,0.909492,0.940540,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1351,sparc_1351,0.554311,0.590594,0.574112,0.538341,0.579868,0.550330,0.908519,0.904408,0.900130,0.906615,0.799266,0.949827,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1353,sparc_1353,0.502103,0.646690,0.518389,0.496576,0.611536,0.511615,0.882035,0.878596,0.875892,0.897653,0.931606,0.943171,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1355,sparc_1355,0.540323,0.648332,0.561495,0.525063,0.612991,0.537995,0.892529,0.889042,0.878213,0.903883,0.854886,0.938893,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1358,sparc_1358,0.525808,0.647743,0.543950,0.521099,0.604189,0.528811,0.897093,0.897404,0.882815,0.884936,0.848941,0.870834,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1359,sparc_1359,0.507880,0.673867,0.510555,0.502909,0.598319,0.502468,0.906297,0.912290,0.910929,0.928408,0.867847,0.942673,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1365,sparc_1365,0.543031,0.689502,0.548587,0.530584,0.613595,0.528206,0.900081,0.895808,0.881458,0.944734,0.761698,0.941970,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1402,sparc_1402,0.411979,0.584206,0.433303,0.406868,0.518602,0.398731,0.945132,0.953367,0.967202,0.966310,0.878805,0.933527,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1403,sparc_1403,0.794638,0.925960,0.757538,0.717460,0.780894,0.697310,0.879925,0.860190,0.914134,0.946575,0.883604,0.965813,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run58_sparc_1413,sparc_1413,0.561434,0.630930,0.548860,0.551464,0.609962,0.542881,0.907474,0.906045,0.940812,0.933917,0.789930,0.900935,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run58_sparc_1421,sparc_1421,0.536747,0.761973,0.546198,0.535829,0.724808,0.545333,0.896849,0.889788,0.878701,0.944925,0.824438,0.950975,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1422,sparc_1422,0.547709,0.882922,0.593330,0.542702,0.758462,0.578343,0.891443,0.888514,0.882527,0.894864,0.826379,0.952923,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1429,sparc_1429,1.087092,1.220263,1.426729,0.799364,0.887141,0.891179,0.776353,0.649741,0.662250,0.907706,0.915919,0.946801,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1440,sparc_1440,1.239034,1.070648,1.529945,0.828502,0.805095,0.859865,0.936401,0.942897,0.966813,0.894727,0.689126,0.829501,spectrum_fno48_floor6_smooth1_qc_peak4
run58_sparc_1503,sparc_1503,0.881542,0.932776,0.789511,0.742725,0.771385,0.707230,0.860136,0.815017,0.869872,0.916069,0.843122,0.953698,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run58_sparc_1512,sparc_1512,0.552168,0.665613,0.555665,0.535928,0.605275,0.538839,0.915545,0.914713,0.946058,0.909801,0.762541,0.876621,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1516,sparc_1516,0.634744,0.687018,0.654750,0.561645,0.597768,0.576297,0.912070,0.909398,0.909487,0.926187,0.695879,0.929400,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1522,sparc_1522,0.575800,0.806258,0.577206,0.575773,0.752720,0.575467,0.896190,0.895259,0.881248,0.937104,0.890765,0.947991,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1527,sparc_1527,0.939093,1.141937,1.089086,0.763953,0.845065,0.823082,0.917191,0.923485,0.918722,0.798534,0.660764,0.846940,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run58_sparc_1593,sparc_1593,0.803768,0.949142,0.767926,0.713898,0.781906,0.692282,0.862720,0.838248,0.898854,0.932319,0.873582,0.959592,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run59_sparc_1300,sparc_1300,0.631017,0.660341,0.665821,0.594048,0.608510,0.588092,0.954624,0.972165,0.974614,0.872482,0.830175,0.942693,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1314,sparc_1314,0.685594,0.696313,0.703471,0.676959,0.694343,0.698515,0.936740,0.940077,0.952883,0.861324,0.810173,0.874122,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1315,sparc_1315,0.669327,0.676892,0.692094,0.662344,0.670045,0.685416,0.935518,0.941271,0.930628,0.880024,0.854414,0.908274,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1316,sparc_1316,0.640488,0.659943,0.666043,0.640392,0.659656,0.665898,0.926911,0.937178,0.932107,0.909079,0.910828,0.969550,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1317,sparc_1317,0.667786,0.679959,0.684261,0.667753,0.679911,0.683976,0.937380,0.938023,0.931746,0.938201,0.872758,0.956259,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1319,sparc_1319,0.659670,0.683084,0.692742,0.659320,0.680802,0.690129,0.939434,0.935909,0.930831,0.909111,0.786043,0.935167,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1353,sparc_1353,0.667590,0.674048,0.686238,0.665762,0.673445,0.685404,0.928533,0.926947,0.925054,0.962062,0.860211,0.964086,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1359,sparc_1359,0.638944,0.672993,0.651549,0.636621,0.670609,0.650303,0.938640,0.942769,0.948242,0.900847,0.830974,0.903997,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1363,sparc_1363,0.665481,0.712086,0.691370,0.663123,0.707315,0.691352,0.930429,0.931444,0.926187,0.953448,0.890004,0.965619,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1402,sparc_1402,0.606955,0.831984,0.649308,0.546517,0.606983,0.562728,0.945013,0.942183,0.954550,0.898746,0.749385,0.939456,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1407,sparc_1407,0.876433,0.954398,0.934699,0.769823,0.796497,0.796431,0.930380,0.926260,0.924725,0.893196,0.754168,0.898357,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1412,sparc_1412,0.691377,0.711951,0.705522,0.670031,0.691602,0.686222,0.937878,0.941474,0.950642,0.842288,0.807568,0.897372,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1416,sparc_1416,0.656137,0.666194,0.664527,0.642321,0.656754,0.652194,0.935049,0.939600,0.938128,0.872441,0.838010,0.922950,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1423,sparc_1423,0.679418,0.711914,0.711484,0.672321,0.702166,0.700123,0.928791,0.931412,0.926124,0.830835,0.741692,0.924302,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1424,sparc_1424,0.628074,0.693554,0.693529,0.627968,0.688964,0.688389,0.932904,0.930068,0.931744,0.921432,0.777882,0.905833,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1426,sparc_1426,0.663447,0.762487,0.734026,0.663210,0.719408,0.716469,0.927066,0.925086,0.921846,0.856659,0.799446,0.876159,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1430,sparc_1430,0.638041,0.765942,0.642889,0.635303,0.709781,0.625663,0.762915,0.701956,0.763248,0.969252,0.956421,0.980118,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run59_sparc_1512,sparc_1512,0.684436,0.710869,0.680873,0.645430,0.672006,0.655198,0.940861,0.941747,0.956859,0.877287,0.826892,0.870578,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1302,sparc_1302,0.581734,0.609886,0.518915,0.562215,0.568335,0.518713,0.804457,0.858598,0.840904,0.981088,0.975905,0.982072,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1307,sparc_1307,0.797929,0.948843,0.755938,0.694886,0.736606,0.685051,0.927331,0.917819,0.932796,0.901275,0.808466,0.898132,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1314,sparc_1314,0.617908,0.752547,0.645176,0.579344,0.716102,0.601065,0.904183,0.898248,0.935776,0.974929,0.520284,0.859421,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1317,sparc_1317,0.602807,0.686567,0.640242,0.572327,0.667209,0.595736,0.897899,0.894227,0.915785,0.965891,0.633226,0.887949,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1350,sparc_1350,0.618444,0.772631,0.663316,0.576630,0.718317,0.601995,0.906947,0.900727,0.943929,0.976259,0.548807,0.824904,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1363,sparc_1363,0.522786,0.716220,0.552899,0.510668,0.674392,0.535269,0.877010,0.875796,0.845849,0.938959,0.834209,0.892503,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1365,sparc_1365,0.495811,0.654020,0.504786,0.495039,0.635025,0.504307,0.891614,0.890806,0.872708,0.900765,0.892836,0.942811,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1408,sparc_1408,1.087390,1.103463,1.192907,0.726248,0.792609,0.725794,0.933385,0.923178,0.928103,0.930897,0.795275,0.933771,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1411,sparc_1411,0.607598,0.851470,0.645411,0.564386,0.735992,0.589972,0.894188,0.895912,0.922605,0.942117,0.761957,0.908135,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1420,sparc_1420,0.578744,0.701113,0.577583,0.575975,0.664338,0.571299,0.892066,0.887807,0.858394,0.939039,0.772273,0.908939,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1500,sparc_1500,0.489741,0.520307,0.498380,0.477856,0.504435,0.485431,0.980096,0.988858,0.987714,0.947046,0.905933,0.968390,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1501,sparc_1501,1.097813,1.093908,1.022891,0.776861,0.792499,0.742831,0.946144,0.953351,0.949402,0.904958,0.846715,0.975599,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1509,sparc_1509,0.926173,1.294387,0.836754,0.724049,0.830735,0.667458,0.874939,0.855178,0.867107,0.922576,0.885890,0.962489,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run5_sparc_1511,sparc_1511,0.588953,0.808977,0.602575,0.555082,0.706274,0.577860,0.882954,0.883021,0.925194,0.921305,0.663389,0.878072,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1514,sparc_1514,0.565673,0.729744,0.599050,0.564322,0.712939,0.589480,0.893958,0.895242,0.909827,0.922191,0.695933,0.943296,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1517,sparc_1517,0.589574,0.702111,0.623619,0.568635,0.667606,0.589613,0.892301,0.893895,0.902471,0.927039,0.736272,0.945687,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1523,sparc_1523,0.571761,0.814015,0.594862,0.544472,0.704937,0.570135,0.894682,0.887326,0.870530,0.893069,0.886657,0.872421,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1526,sparc_1526,1.251567,1.335761,1.426598,0.759279,0.806908,0.781251,0.932069,0.934981,0.939486,0.896576,0.641595,0.916247,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1530,sparc_1530,0.560996,0.798648,0.633948,0.560243,0.722984,0.629235,0.869831,0.894951,0.906224,0.917302,0.781928,0.973164,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run5_sparc_1593,sparc_1593,0.731130,1.012223,0.879880,0.657515,0.781686,0.700692,0.944158,0.935303,0.957301,0.868757,0.738639,0.897991,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run60_sparc_1303,sparc_1303,0.837997,1.352037,0.845516,0.570733,0.733028,0.517310,0.901158,0.889293,0.910327,0.863326,0.879772,0.915391,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run60_sparc_1350,sparc_1350,0.506373,0.555109,0.532757,0.488001,0.511517,0.500654,0.936994,0.938929,0.968878,0.935389,0.733115,0.923441,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run60_sparc_1351,sparc_1351,0.487935,0.532443,0.496848,0.482316,0.510648,0.490835,0.933882,0.929307,0.922249,0.941217,0.809737,0.972425,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run60_sparc_1352,sparc_1352,0.476424,0.559290,0.506006,0.467866,0.529008,0.489277,0.919609,0.909230,0.906393,0.925469,0.830732,0.961108,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run60_sparc_1353,sparc_1353,0.451311,0.538890,0.446220,0.446138,0.529758,0.444152,0.912008,0.914138,0.904671,0.912100,0.773778,0.905696,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run60_sparc_1356,sparc_1356,0.499211,0.626588,0.529599,0.493338,0.581751,0.519906,0.913469,0.914241,0.907688,0.940019,0.870895,0.937925,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
