key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,winner
run28_sparc_1528,sparc_1528,0.662928,0.697373,0.670670,0.604892,0.661229,0.644587,0.927954,0.936510,0.930741,0.911489,0.913775,0.944228,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1300,sparc_1300,0.512053,0.547259,0.571222,0.511476,0.538359,0.519871,0.968718,0.983467,0.983211,0.973752,0.923750,0.986126,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1305,sparc_1305,0.948935,1.091087,0.902556,0.766067,0.819762,0.766339,0.935620,0.931140,0.922523,0.870993,0.823426,0.918862,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run29_sparc_1308,sparc_1308,1.140572,1.476625,1.327785,0.720370,0.786223,0.740939,0.908394,0.905812,0.906735,0.892886,0.821188,0.931779,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1310,sparc_1310,0.537004,0.750240,0.583842,0.513691,0.648286,0.538344,0.914353,0.907825,0.936704,0.967918,0.720209,0.880302,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1314,sparc_1314,0.537666,0.705946,0.553738,0.521203,0.628917,0.530743,0.902927,0.897004,0.947159,0.932820,0.775912,0.901726,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1315,sparc_1315,0.555351,0.729404,0.570369,0.530058,0.636241,0.537486,0.900450,0.892479,0.911894,0.919414,0.782492,0.931593,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1316,sparc_1316,0.535895,0.734746,0.558990,0.515537,0.635534,0.533315,0.897154,0.892002,0.884138,0.917727,0.795021,0.939506,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1349,sparc_1349,0.486185,0.656640,0.518537,0.477425,0.612506,0.498771,0.883117,0.881277,0.856901,0.890776,0.895169,0.950920,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1354,sparc_1354,0.505964,0.630363,0.512692,0.492377,0.575864,0.498334,0.871388,0.866814,0.859580,0.893797,0.878094,0.918261,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1361,sparc_1361,0.528189,0.774039,0.547354,0.503604,0.634857,0.518205,0.883521,0.880915,0.868642,0.902736,0.907088,0.937953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1363,sparc_1363,0.528496,0.783404,0.559341,0.503702,0.641778,0.524368,0.886547,0.883904,0.864283,0.886059,0.897974,0.884496,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1365,sparc_1365,0.520284,0.741664,0.536855,0.507807,0.673252,0.522949,0.876169,0.867983,0.860811,0.908210,0.895729,0.943503,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1401,sparc_1401,0.598681,0.668315,0.597424,0.596778,0.610748,0.565856,0.928819,0.930798,0.916299,0.967551,0.970260,0.984515,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run29_sparc_1403,sparc_1403,0.411513,0.603110,0.426144,0.407804,0.517926,0.417690,0.935863,0.937372,0.948394,0.978318,0.898209,0.973156,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1408,sparc_1408,0.840101,1.176776,1.019253,0.757882,0.824471,0.790825,0.919340,0.923111,0.925781,0.806298,0.728293,0.932811,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1416,sparc_1416,0.520372,0.715644,0.523254,0.518497,0.646423,0.520339,0.911398,0.906497,0.929787,0.912269,0.885357,0.948935,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1418,sparc_1418,0.546549,0.760704,0.544461,0.529576,0.662530,0.526376,0.891991,0.887883,0.902140,0.904197,0.905829,0.939536,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run29_sparc_1419,sparc_1419,0.516655,0.808729,0.533639,0.516459,0.714376,0.530052,0.871036,0.874434,0.839301,0.956444,0.954256,0.934861,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1429,sparc_1429,0.732131,1.006286,1.004327,0.631362,0.839485,0.683284,0.752104,0.706830,0.788842,0.956971,0.881508,0.956992,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1501,sparc_1501,0.726925,0.769718,0.720033,0.722694,0.749680,0.707912,0.857620,0.905653,0.882174,0.939527,0.932429,0.968723,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run29_sparc_1507,sparc_1507,0.925241,1.070886,0.863149,0.736654,0.807424,0.724165,0.862807,0.873177,0.876937,0.976241,0.958300,0.977281,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run29_sparc_1509,sparc_1509,0.533251,0.719490,0.550761,0.523943,0.654004,0.535380,0.901565,0.901112,0.896390,0.946783,0.817570,0.887647,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1517,sparc_1517,0.523075,0.722495,0.525357,0.518313,0.650790,0.517627,0.903157,0.901609,0.932932,0.965408,0.839449,0.898135,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1528,sparc_1528,0.905273,0.948529,1.017842,0.771331,0.830610,0.827163,0.864808,0.863313,0.856399,0.896055,0.686672,0.895398,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run29_sparc_1593,sparc_1593,0.408617,0.634659,0.447028,0.401906,0.541515,0.432045,0.927398,0.920945,0.945076,0.922600,0.805119,0.871180,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1302,sparc_1302,0.734647,0.785799,0.808904,0.681983,0.683143,0.750655,0.844325,0.875886,0.787029,0.967626,0.947835,0.977714,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1304,sparc_1304,0.589118,0.640281,0.607528,0.584369,0.607582,0.591681,0.881851,0.889777,0.887546,0.953890,0.945531,0.957874,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1306,sparc_1306,0.779462,0.899133,0.812629,0.764882,0.822443,0.788260,0.888181,0.878859,0.878329,0.926121,0.904953,0.936070,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1307,sparc_1307,0.627192,0.746577,0.626583,0.619023,0.732491,0.624386,0.881397,0.856720,0.869572,0.937015,0.939449,0.957583,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1308,sparc_1308,0.860416,0.893202,0.859309,0.857828,0.877321,0.854969,0.875025,0.864142,0.837236,0.950666,0.912930,0.935918,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1317,sparc_1317,0.550203,0.674705,0.550680,0.535013,0.616044,0.530267,0.926260,0.926591,0.942459,0.909101,0.775692,0.920389,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1319,sparc_1319,0.544944,0.686416,0.550005,0.534180,0.616363,0.529589,0.926806,0.929327,0.950164,0.849448,0.771445,0.882734,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1352,sparc_1352,0.577797,0.564684,0.578761,0.577595,0.562976,0.578002,0.924696,0.922847,0.912766,0.870608,0.777170,0.904605,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1401,sparc_1401,0.802063,0.929029,0.653827,0.794893,0.892830,0.653558,0.794081,0.792931,0.775600,0.978952,0.981426,0.962519,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1403,sparc_1403,0.700544,0.776846,0.653592,0.657549,0.696335,0.643573,0.914938,0.925114,0.952470,0.942896,0.731415,0.953457,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1404,sparc_1404,0.577615,0.704206,0.624748,0.565087,0.607637,0.563689,0.887056,0.879145,0.874083,0.964269,0.937993,0.975467,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1406,sparc_1406,0.494315,0.539413,0.485596,0.483869,0.539245,0.481352,0.916719,0.920362,0.919329,0.956437,0.717052,0.939540,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1408,sparc_1408,0.950611,0.967990,0.929836,0.853995,0.867823,0.843483,0.729707,0.777657,0.796834,0.992893,0.962167,0.990627,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1412,sparc_1412,0.577142,0.637286,0.588589,0.566718,0.618856,0.569927,0.931623,0.932221,0.947848,0.930509,0.736823,0.896366,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1414,sparc_1414,0.575969,0.668218,0.579887,0.562996,0.634595,0.566468,0.919643,0.919140,0.920195,0.957404,0.756212,0.929319,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1415,sparc_1415,0.570525,0.689335,0.584304,0.548356,0.647357,0.551746,0.925793,0.924274,0.915211,0.936463,0.797591,0.912924,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1421,sparc_1421,0.531064,0.665966,0.549253,0.531062,0.625040,0.549033,0.914261,0.920721,0.914070,0.869903,0.791733,0.876825,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1501,sparc_1501,0.834444,0.950176,0.743571,0.828210,0.919138,0.742756,0.822841,0.818054,0.834036,0.973068,0.979399,0.950255,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1506,sparc_1506,0.543231,0.565073,0.538277,0.534550,0.564043,0.528173,0.902332,0.908212,0.895856,0.962685,0.819893,0.954131,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1509,sparc_1509,0.630905,0.661306,0.659568,0.629641,0.660437,0.650614,0.902555,0.914018,0.910694,0.933657,0.764549,0.931130,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1514,sparc_1514,0.569695,0.626511,0.563361,0.566521,0.623859,0.562344,0.920403,0.924832,0.930603,0.873018,0.777288,0.881312,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run2_sparc_1516,sparc_1516,0.548820,0.646580,0.553200,0.520434,0.605369,0.514697,0.920851,0.924093,0.926755,0.907501,0.753345,0.899739,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1520,sparc_1520,0.518263,0.673351,0.578256,0.516295,0.620664,0.555940,0.922668,0.922916,0.919015,0.775921,0.824611,0.919704,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1521,sparc_1521,0.667565,0.752654,0.674573,0.657675,0.667461,0.660681,0.899652,0.909708,0.889639,0.856522,0.868736,0.889430,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1523,sparc_1523,0.712213,0.780470,0.794783,0.679266,0.720527,0.754775,0.899998,0.907041,0.893237,0.862187,0.781329,0.872506,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run2_sparc_1525,sparc_1525,0.672646,0.710990,0.646946,0.655292,0.653207,0.638274,0.895827,0.872592,0.883959,0.973622,0.959143,0.981782,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run30_sparc_1301,sparc_1301,0.622614,0.574657,0.635554,0.566294,0.554929,0.600541,0.950844,0.955335,0.942166,0.965110,0.952660,0.992273,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1304,sparc_1304,0.905078,1.219751,1.213655,0.786304,0.863769,0.861308,0.892405,0.904312,0.877291,0.888345,0.906645,0.910110,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1314,sparc_1314,0.570392,0.592696,0.559594,0.559454,0.581442,0.551478,0.897910,0.896854,0.940836,0.904903,0.800121,0.885560,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run30_sparc_1350,sparc_1350,0.579265,0.592146,0.565532,0.560951,0.579383,0.552304,0.903537,0.901772,0.947660,0.918923,0.780765,0.893542,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run30_sparc_1352,sparc_1352,0.590522,0.611239,0.584190,0.568106,0.595494,0.564998,0.881214,0.884616,0.869001,0.940632,0.760892,0.933031,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run30_sparc_1355,sparc_1355,0.500061,0.595090,0.513297,0.490733,0.574201,0.500894,0.875574,0.874758,0.850198,0.899015,0.905587,0.923741,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1359,sparc_1359,0.497294,0.600780,0.494468,0.490490,0.580508,0.489865,0.889555,0.894024,0.888571,0.947088,0.855622,0.940708,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run30_sparc_1363,sparc_1363,0.521633,0.677235,0.536687,0.510504,0.630735,0.527293,0.861215,0.861660,0.844388,0.928989,0.881051,0.937941,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1407,sparc_1407,1.029493,1.421874,1.539230,0.799234,0.881381,0.866370,0.934183,0.925089,0.918707,0.863604,0.835936,0.968888,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1409,sparc_1409,0.953086,0.832558,0.920037,0.730157,0.719078,0.724716,0.888233,0.881045,0.851594,0.933228,0.898632,0.934103,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1411,sparc_1411,0.590592,0.674998,0.598110,0.563706,0.625935,0.563487,0.907751,0.904244,0.928833,0.960520,0.733500,0.952953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1424,sparc_1424,1.263631,1.554375,1.273940,0.822030,0.891403,0.847697,0.934397,0.921593,0.904365,0.884770,0.899891,0.953262,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1426,sparc_1426,0.971072,0.958103,1.085323,0.766377,0.740883,0.790862,0.936029,0.935966,0.936629,0.860695,0.717658,0.915699,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1504,sparc_1504,0.907315,0.965797,0.908320,0.802939,0.841815,0.788932,0.891657,0.894920,0.916172,0.965395,0.928717,0.958902,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1505,sparc_1505,1.145963,1.276919,1.244068,0.820262,0.855594,0.842304,0.915681,0.908445,0.918749,0.933438,0.826434,0.949564,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1508,sparc_1508,0.866654,1.067748,0.901062,0.734166,0.791056,0.737267,0.918407,0.919336,0.926556,0.904525,0.884599,0.942808,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1522,sparc_1522,0.511482,0.972617,0.563790,0.510989,0.765566,0.553836,0.874064,0.872608,0.847949,0.865473,0.849994,0.915398,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run30_sparc_1528,sparc_1528,0.814369,1.159475,0.964111,0.726264,0.902711,0.773701,0.895750,0.869590,0.771170,0.868585,0.740870,0.945717,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1301,sparc_1301,1.153770,1.098169,1.015029,0.878344,0.869644,0.790690,0.871698,0.891357,0.900725,0.993207,0.990994,0.987087,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1304,sparc_1304,0.594622,0.615023,0.604545,0.594234,0.613867,0.601497,0.909218,0.901008,0.910791,0.914516,0.879829,0.933517,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1309,sparc_1309,0.936272,0.949432,0.939856,0.908735,0.918704,0.908378,0.334617,0.221903,0.349822,0.975657,0.970436,0.977011,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1361,sparc_1361,0.703909,0.724527,0.660651,0.661376,0.676471,0.631042,0.922623,0.926215,0.913440,0.820188,0.717736,0.907806,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1401,sparc_1401,1.081879,1.096710,0.972902,0.868984,0.854608,0.860344,0.887962,0.900469,0.921415,0.990799,0.986981,0.977081,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1403,sparc_1403,0.615256,0.625675,0.591994,0.589998,0.611914,0.566439,0.936806,0.940756,0.951001,0.889322,0.795345,0.921794,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1406,sparc_1406,0.648371,0.659431,0.725326,0.607918,0.648708,0.653991,0.919780,0.922665,0.914464,0.944248,0.928851,0.974361,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1412,sparc_1412,0.631843,0.606454,0.679535,0.609769,0.598991,0.627085,0.924626,0.925864,0.918506,0.934242,0.835147,0.961464,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1413,sparc_1413,0.691158,0.614912,0.714189,0.613252,0.600024,0.630500,0.925420,0.927134,0.919722,0.922514,0.839533,0.951508,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1418,sparc_1418,0.631587,0.768414,0.683648,0.599528,0.699376,0.603598,0.929012,0.928306,0.915980,0.930532,0.833376,0.925631,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1421,sparc_1421,0.754885,0.732169,0.713211,0.747006,0.718456,0.703259,0.888659,0.895817,0.887865,0.924123,0.935021,0.935617,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1426,sparc_1426,0.726751,0.699714,0.634239,0.680404,0.678231,0.619450,0.903805,0.899133,0.905867,0.901478,0.891457,0.878364,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1440,sparc_1440,0.635131,0.609312,0.594941,0.625174,0.609185,0.594404,0.918462,0.928827,0.926727,0.927547,0.889586,0.953013,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1441,sparc_1441,0.653757,0.618108,0.608534,0.642232,0.617637,0.607950,0.913066,0.925661,0.923818,0.938168,0.896320,0.957277,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1500,sparc_1500,0.362615,0.451563,0.306669,0.358107,0.392972,0.306646,0.990081,0.991631,0.993612,0.979154,0.891796,0.967723,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1501,sparc_1501,0.843560,0.825639,0.757838,0.799067,0.782554,0.730711,0.862649,0.898741,0.889804,0.992393,0.986726,0.965109,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1502,sparc_1502,0.574025,0.745881,0.461612,0.573556,0.718957,0.460656,0.918747,0.920373,0.956227,0.907203,0.947829,0.894325,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1507,sparc_1507,0.515687,0.597263,0.505893,0.515678,0.590833,0.505832,0.909984,0.922321,0.924706,0.918901,0.903578,0.917513,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1513,sparc_1513,0.666014,0.659640,0.666171,0.666012,0.654350,0.665086,0.926755,0.928648,0.921168,0.940449,0.822810,0.923911,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1525,sparc_1525,0.598748,0.668082,0.634476,0.590182,0.643459,0.590545,0.917936,0.904421,0.918908,0.920652,0.906627,0.935869,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run31_sparc_1528,sparc_1528,0.736432,0.734196,0.790429,0.702076,0.702960,0.784500,0.914219,0.915697,0.892304,0.954532,0.935865,0.972393,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1530,sparc_1530,1.037485,0.631002,0.442860,0.987884,0.548876,0.433503,0.117388,0.960259,0.944217,0.996337,0.642087,0.973173,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run31_sparc_1593,sparc_1593,0.541462,0.591042,0.516085,0.541295,0.588108,0.516081,0.941987,0.944270,0.947509,0.924793,0.860030,0.945347,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run32_sparc_1300,sparc_1300,0.272062,0.681408,0.290383,0.242328,0.635288,0.267193,0.993886,0.992572,0.994955,0.750053,0.442031,0.947722,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1302,sparc_1302,0.861734,0.885424,0.831869,0.795861,0.793470,0.766048,0.879897,0.860031,0.876702,0.973324,0.938781,0.947188,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run32_sparc_1305,sparc_1305,0.618226,0.659925,0.626368,0.614260,0.655538,0.596069,0.913411,0.903018,0.919059,0.921811,0.909134,0.942107,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1315,sparc_1315,0.540435,0.608739,0.566897,0.536497,0.593094,0.546011,0.914457,0.917753,0.920265,0.908430,0.869656,0.921585,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1353,sparc_1353,0.491798,0.647169,0.514350,0.491527,0.633524,0.508859,0.920836,0.925870,0.920235,0.926867,0.918841,0.931400,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1355,sparc_1355,0.542031,0.582283,0.681118,0.537567,0.558929,0.636083,0.891677,0.897056,0.889053,0.837720,0.870226,0.889324,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1358,sparc_1358,0.543690,0.530845,0.608431,0.526535,0.521177,0.574734,0.915395,0.921430,0.910395,0.868918,0.799498,0.887253,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1402,sparc_1402,0.538701,0.655506,0.531236,0.538479,0.649274,0.530096,0.933433,0.936704,0.953603,0.910365,0.869284,0.928232,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run32_sparc_1422,sparc_1422,0.822813,0.884167,0.878234,0.772765,0.783816,0.782135,0.857704,0.878174,0.869822,0.948652,0.908401,0.933228,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1501,sparc_1501,0.737794,0.746494,0.687739,0.735270,0.745779,0.680703,0.869723,0.919953,0.880181,0.974612,0.976916,0.957750,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run32_sparc_1507,sparc_1507,0.580227,0.676759,0.591690,0.569196,0.631225,0.571322,0.919743,0.919375,0.923887,0.937912,0.789377,0.911185,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1517,sparc_1517,0.508411,0.550122,0.511991,0.508257,0.549723,0.511755,0.919335,0.926898,0.917002,0.839477,0.883584,0.912337,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1524,sparc_1524,0.919763,0.875747,0.915084,0.831598,0.829346,0.840799,0.819043,0.817563,0.807719,0.930342,0.911574,0.947950,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1526,sparc_1526,0.640920,0.749943,0.670187,0.640385,0.706340,0.651670,0.882734,0.871428,0.877537,0.951352,0.944420,0.948764,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run32_sparc_1529,sparc_1529,0.649687,0.624931,0.667240,0.647411,0.624860,0.660636,0.880898,0.913762,0.903815,0.972565,0.971521,0.966764,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1303,sparc_1303,0.667902,0.992703,0.824335,0.622349,0.836943,0.690755,0.925821,0.935543,0.948271,0.917895,0.764960,0.933652,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1308,sparc_1308,0.687353,0.776493,0.661494,0.687244,0.756543,0.660142,0.924756,0.923223,0.909786,0.949616,0.879694,0.953434,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run33_sparc_1310,sparc_1310,0.727372,0.918248,0.707038,0.626637,0.804957,0.622170,0.890454,0.885702,0.928243,0.872134,0.804213,0.904927,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run33_sparc_1351,sparc_1351,0.595928,0.738445,0.627272,0.578317,0.725920,0.592605,0.880758,0.882915,0.879947,0.941270,0.618464,0.948411,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1361,sparc_1361,0.474115,0.782397,0.491094,0.468100,0.712478,0.483620,0.896301,0.886989,0.888013,0.892520,0.865221,0.954613,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1363,sparc_1363,0.515775,0.733881,0.541222,0.515659,0.697419,0.536372,0.890842,0.888195,0.866008,0.858826,0.892197,0.946210,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1411,sparc_1411,0.643628,0.793846,0.655540,0.592514,0.731845,0.599515,0.894976,0.892178,0.888367,0.874158,0.815478,0.947706,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1420,sparc_1420,0.556366,0.697838,0.561677,0.554992,0.664045,0.560117,0.894917,0.884302,0.871401,0.944967,0.918772,0.973757,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1425,sparc_1425,1.535639,1.444921,1.621376,0.795749,0.823282,0.808997,0.947616,0.927465,0.930197,0.934826,0.894431,0.959034,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1440,sparc_1440,0.967024,1.298698,1.173623,0.726580,0.810980,0.748107,0.937245,0.945516,0.945895,0.915118,0.843290,0.928224,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1441,sparc_1441,0.929264,1.260213,1.128840,0.720049,0.807191,0.739881,0.937954,0.946196,0.947677,0.916822,0.842593,0.926464,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1502,sparc_1502,0.765583,0.863679,0.775272,0.696924,0.756292,0.706304,0.940221,0.940516,0.967007,0.817562,0.755816,0.825361,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1503,sparc_1503,0.701204,1.246761,0.872112,0.661361,0.857407,0.731034,0.938690,0.937609,0.949304,0.847668,0.802955,0.928869,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1506,sparc_1506,0.908755,1.119035,0.979706,0.728065,0.770844,0.728536,0.936529,0.940703,0.939521,0.928233,0.846113,0.924233,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1511,sparc_1511,0.609097,0.780199,0.670899,0.570005,0.722738,0.600831,0.903715,0.902856,0.934728,0.873759,0.784295,0.876144,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1512,sparc_1512,0.615774,0.757004,0.682596,0.568574,0.719480,0.603523,0.896902,0.894265,0.907568,0.893378,0.763289,0.868856,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run33_sparc_1521,sparc_1521,0.619031,0.749635,0.648293,0.591398,0.694022,0.600838,0.866953,0.871914,0.867763,0.949065,0.807140,0.926149,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
