key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,winner
run87_sparc_1506,sparc_1506,1.021378,1.028176,1.434298,0.799382,0.768627,0.766252,0.906873,0.685800,0.901659,0.887770,0.898840,0.880667,0.941632,0.952033,0.958584,0.968361,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1507,sparc_1507,1.023854,0.868560,1.309561,0.625061,0.748577,0.692590,0.892525,0.611683,0.929319,0.928051,0.929722,0.920839,0.958947,0.960527,0.931922,0.970958,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1509,sparc_1509,0.694603,0.739566,1.024776,0.544227,0.670396,0.709022,0.825111,0.544206,0.905643,0.889733,0.905725,0.907358,0.930740,0.771260,0.945864,0.889601,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1511,sparc_1511,0.667266,0.632726,0.860987,0.553982,0.612359,0.614308,0.765974,0.532792,0.912815,0.909410,0.938061,0.917041,0.818518,0.268421,0.810067,0.884448,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1517,sparc_1517,0.675208,0.611495,0.865141,0.553303,0.636719,0.601624,0.738136,0.540113,0.896993,0.894574,0.914269,0.899031,0.811744,0.412461,0.806372,0.860316,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1521,sparc_1521,1.159005,0.871494,0.937938,0.618141,0.895326,0.771081,0.809512,0.602467,0.872044,0.858289,0.897994,0.885737,0.950017,0.830543,0.739905,0.912587,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1523,sparc_1523,0.853357,1.001007,1.024877,0.505462,0.706362,0.837499,0.874036,0.503524,0.892582,0.875331,0.903049,0.892202,0.874031,0.945718,0.958009,0.732582,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1524,sparc_1524,0.963786,1.534303,1.368858,0.642116,0.745834,0.928356,0.919034,0.616747,0.877687,0.764098,0.858971,0.880721,0.882277,0.976573,0.976486,0.909795,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1526,sparc_1526,1.114616,1.066289,1.337063,0.804777,0.801788,0.771127,0.930078,0.732667,0.911537,0.903794,0.924413,0.896500,0.776047,0.676100,0.890117,0.948898,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1528,sparc_1528,1.127610,0.893999,1.497980,1.054332,0.818776,0.752020,0.950691,0.789912,0.845138,0.854982,0.849154,0.844610,0.854487,0.888838,0.886537,0.909826,spectrum_fno48_floor6_smooth1_qc
run88_sparc_1307,sparc_1307,0.983890,0.972629,1.313622,0.659981,0.782738,0.780092,0.860335,0.634084,0.807986,0.785258,0.678281,0.770379,0.961042,0.961991,0.978998,0.965860,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1315,sparc_1315,0.529847,0.575762,0.672317,0.539831,0.527626,0.564501,0.651449,0.539609,0.930523,0.928401,0.954110,0.930601,0.884869,0.739396,0.677723,0.905854,spectrum_fno48_floor6_smooth1_qc_peak4
run88_sparc_1349,sparc_1349,0.737538,0.607426,0.756863,0.582584,0.668065,0.572793,0.657113,0.570306,0.904837,0.911689,0.938488,0.905413,0.903935,0.721037,0.889904,0.847164,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1353,sparc_1353,0.740852,0.666336,0.818263,0.633982,0.687383,0.585533,0.664076,0.578513,0.907989,0.909846,0.936471,0.905537,0.897116,0.710575,0.923202,0.857698,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1356,sparc_1356,0.750370,0.745295,0.704338,0.634610,0.708082,0.712961,0.646531,0.614444,0.912438,0.912449,0.933314,0.912218,0.897474,0.772271,0.863764,0.930810,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1361,sparc_1361,0.616339,0.635494,0.747837,0.550746,0.563534,0.554722,0.635427,0.513208,0.922683,0.920674,0.942354,0.916179,0.854849,0.667637,0.715521,0.930940,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1363,sparc_1363,0.734914,0.676383,0.736473,0.675541,0.704319,0.636572,0.665967,0.648672,0.904159,0.908855,0.925331,0.909057,0.907641,0.845332,0.928136,0.888034,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1404,sparc_1404,0.667341,0.695307,0.724197,0.686695,0.647375,0.678906,0.715933,0.666817,0.919100,0.911305,0.940186,0.910953,0.912972,0.583605,0.901271,0.979835,spectrum_fno48_floor6_smooth1_qc_peak4
run88_sparc_1406,sparc_1406,0.650489,0.639313,0.759462,0.589341,0.608631,0.609361,0.736726,0.580221,0.925311,0.918933,0.925147,0.921486,0.871033,0.750251,0.888993,0.947326,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1409,sparc_1409,0.695073,0.741445,0.756308,0.621299,0.669590,0.718919,0.730668,0.605931,0.909696,0.914788,0.908631,0.914240,0.916534,0.881953,0.971504,0.926094,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1421,sparc_1421,0.655865,0.634227,0.792361,0.658562,0.607860,0.629654,0.696353,0.610843,0.923704,0.924137,0.945137,0.921512,0.870164,0.862472,0.850154,0.766833,spectrum_fno48_floor6_smooth1_qc
run88_sparc_1424,sparc_1424,0.634665,0.685474,0.807195,0.594079,0.627825,0.682960,0.782492,0.593994,0.902987,0.884712,0.922070,0.888443,0.792396,0.627669,0.927597,0.862097,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1425,sparc_1425,0.699967,0.714842,0.765167,0.687359,0.650660,0.693675,0.740172,0.631785,0.906077,0.894634,0.922556,0.906722,0.825436,0.489135,0.913975,0.931137,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1427,sparc_1427,0.665774,0.639714,0.704225,0.650193,0.658282,0.639191,0.703837,0.646025,0.907583,0.921704,0.949593,0.920196,0.934687,0.773188,0.781691,0.956071,spectrum_fno48_floor6_smooth1_qc
run88_sparc_1440,sparc_1440,0.674078,0.696078,0.759518,0.649793,0.670259,0.693574,0.756104,0.649716,0.923371,0.918199,0.947130,0.909166,0.746937,0.537540,0.659615,0.961780,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1503,sparc_1503,0.607730,0.623686,0.662360,0.557596,0.606759,0.621504,0.661746,0.548653,0.935285,0.933521,0.956737,0.936035,0.906713,0.578008,0.790924,0.897775,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1504,sparc_1504,0.645535,0.640255,0.702322,0.601200,0.629890,0.633215,0.697315,0.600998,0.917457,0.913755,0.947088,0.920102,0.819399,0.441177,0.763924,0.924051,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1513,sparc_1513,0.578761,0.601543,0.655381,0.561566,0.563627,0.582208,0.617652,0.552969,0.928798,0.921106,0.947512,0.927599,0.867113,0.849821,0.812222,0.937074,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1515,sparc_1515,0.563521,0.602715,0.637513,0.541214,0.545374,0.560043,0.626578,0.532943,0.932189,0.931025,0.948823,0.928530,0.849501,0.631083,0.645155,0.885714,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1523,sparc_1523,1.067723,1.058496,1.052740,1.068362,0.993941,0.993871,0.996941,0.992928,0.776974,0.771001,0.744918,0.762413,0.948053,0.935478,0.992091,0.979510,spectrum_fno48_floor6_smooth1_qc_mhi100
run88_sparc_1528,sparc_1528,0.626727,0.630775,0.735319,0.595674,0.625695,0.623909,0.732350,0.590639,0.917874,0.918723,0.943547,0.915639,0.919562,0.828350,0.938354,0.961472,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1303,sparc_1303,0.679828,0.751269,0.774569,0.595598,0.679826,0.735452,0.774397,0.554356,0.912904,0.905010,0.932653,0.915062,0.917058,0.916419,0.812291,0.930358,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1305,sparc_1305,1.377194,2.516857,2.439158,1.287495,0.983213,0.978338,0.982068,0.933970,0.621674,0.771756,0.845469,0.538490,0.659208,0.634147,0.858102,0.642027,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1309,sparc_1309,0.883751,0.862584,0.919211,0.709334,0.811906,0.803647,0.862306,0.704869,0.865140,0.880420,0.864593,0.904489,0.963688,0.948195,0.960478,0.922751,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1314,sparc_1314,0.582455,0.616065,0.694147,0.485314,0.561203,0.590977,0.666636,0.480842,0.926289,0.925264,0.951038,0.925070,0.787512,0.536967,0.569819,0.893977,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1353,sparc_1353,0.657745,0.611894,0.831123,0.451023,0.589791,0.563227,0.710564,0.449352,0.890547,0.877235,0.918164,0.893702,0.931948,0.851602,0.872219,0.884243,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1362,sparc_1362,0.577682,0.574227,0.695525,0.452881,0.555521,0.567081,0.646312,0.452862,0.883702,0.877850,0.912665,0.884859,0.948732,0.863962,0.839155,0.915096,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1364,sparc_1364,0.707205,0.810149,0.911413,0.546527,0.672084,0.713057,0.787446,0.527326,0.874128,0.870940,0.914854,0.872898,0.923367,0.896250,0.941351,0.917224,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1402,sparc_1402,0.824221,0.852422,0.849052,0.741715,0.812147,0.774486,0.844642,0.709349,0.911864,0.912181,0.939994,0.875394,0.919372,0.914669,0.898325,0.912523,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1404,sparc_1404,1.229773,1.775164,2.492334,1.913466,0.997112,0.974665,0.989744,0.980403,0.699921,0.436290,0.403248,0.709377,0.469777,0.784546,0.956328,0.687743,spectrum_fno48_floor6_smooth1_qc_peak4
run89_sparc_1409,sparc_1409,0.727460,0.719452,1.046833,0.551183,0.660614,0.639185,0.812713,0.540972,0.911807,0.899068,0.884143,0.914319,0.938486,0.918432,0.974642,0.937420,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1410,sparc_1410,0.628969,0.662557,0.815134,0.505421,0.614537,0.642462,0.738860,0.505406,0.924116,0.918750,0.951712,0.922311,0.921344,0.795924,0.828409,0.872110,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1417,sparc_1417,0.621140,0.553804,0.786495,0.497304,0.586993,0.544100,0.691920,0.491585,0.929175,0.924637,0.938723,0.925493,0.847188,0.382878,0.707504,0.885679,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1421,sparc_1421,0.594783,0.590438,0.807574,0.565047,0.587717,0.586947,0.723296,0.559015,0.913568,0.909793,0.926091,0.911040,0.820144,0.670963,0.849956,0.866378,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1422,sparc_1422,0.668349,0.684959,0.860692,0.580840,0.633726,0.660421,0.742668,0.568001,0.909240,0.900397,0.916930,0.901951,0.896742,0.728089,0.890006,0.879311,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1426,sparc_1426,0.819242,0.766340,0.932410,0.643214,0.818676,0.765655,0.814166,0.642928,0.795464,0.802451,0.644966,0.788351,0.846055,0.964788,0.967517,0.974099,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1428,sparc_1428,0.796639,0.808980,0.852443,0.736810,0.764285,0.780038,0.816903,0.726770,0.845548,0.860038,0.913549,0.872574,0.870925,0.887735,0.709786,0.957639,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1429,sparc_1429,0.785954,0.783362,0.827703,0.689630,0.764106,0.781180,0.823361,0.683014,0.851749,0.840066,0.915653,0.864488,0.935461,0.955079,0.932857,0.941916,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1430,sparc_1430,0.761474,0.683833,1.156699,1.143662,0.695233,0.683767,0.943518,0.909453,0.701885,0.859887,0.370958,0.173468,0.937591,0.800078,0.958516,0.982356,spectrum_fno48_floor6_smooth1_qc
run89_sparc_1500,sparc_1500,0.540036,0.460779,0.750415,0.685452,0.535185,0.433996,0.703314,0.612399,0.990759,0.993021,0.991694,0.985702,0.856715,0.735715,0.774581,0.960959,spectrum_fno48_floor6_smooth1_qc
run89_sparc_1501,sparc_1501,0.629886,0.703336,0.857158,0.653041,0.601953,0.666542,0.788058,0.627700,0.892556,0.893593,0.907777,0.858927,0.860136,0.801033,0.881900,0.895467,spectrum_fno48_floor6_smooth1_qc_peak4
run89_sparc_1510,sparc_1510,0.653100,0.711203,0.810537,0.554291,0.615958,0.649456,0.773420,0.522442,0.918560,0.912052,0.941518,0.915464,0.831336,0.653839,0.901849,0.901212,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1512,sparc_1512,0.637534,0.696262,0.819346,0.505690,0.605931,0.660327,0.749028,0.498520,0.920846,0.916353,0.943409,0.913146,0.873342,0.755660,0.867294,0.857957,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1517,sparc_1517,0.595585,0.539576,0.705785,0.482767,0.570107,0.530572,0.654718,0.478863,0.906843,0.907441,0.930036,0.902120,0.909250,0.617483,0.850491,0.903533,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1302,sparc_1302,0.880161,0.859145,0.938908,0.774560,0.752705,0.743451,0.807144,0.733367,0.874099,0.879836,0.895230,0.877887,0.960781,0.885795,0.924434,0.965075,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1313,sparc_1313,0.557022,0.615740,0.761256,0.526299,0.516425,0.568989,0.660256,0.497156,0.933199,0.930708,0.954797,0.930211,0.666496,0.645717,0.493358,0.936215,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1350,sparc_1350,0.557021,0.615741,0.761255,0.526299,0.516424,0.568989,0.660256,0.497156,0.933199,0.930707,0.954797,0.930211,0.666506,0.645716,0.493358,0.936218,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1403,sparc_1403,0.784751,0.763193,0.848667,0.681327,0.673890,0.666812,0.743387,0.627373,0.904106,0.904115,0.949545,0.906691,0.759196,0.681115,0.599368,0.969302,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1405,sparc_1405,0.711632,0.765649,0.759873,0.632548,0.706856,0.761526,0.758069,0.628349,0.845288,0.829382,0.878462,0.869637,0.856432,0.703550,0.526048,0.943430,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1408,sparc_1408,0.749466,0.826289,0.743989,0.608425,0.749460,0.788231,0.732882,0.602060,0.870023,0.829028,0.874244,0.867379,0.964497,0.969728,0.979204,0.960694,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1409,sparc_1409,0.686178,0.702717,0.724654,0.537843,0.646886,0.638882,0.723907,0.534649,0.920933,0.909377,0.943040,0.902882,0.877802,0.784042,0.920517,0.928551,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1426,sparc_1426,0.660450,0.732568,0.757400,0.643678,0.659648,0.730766,0.750018,0.641338,0.884738,0.854732,0.905934,0.887949,0.830650,0.873649,0.946779,0.947403,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1427,sparc_1427,0.665839,0.747232,0.749218,0.654757,0.660901,0.744461,0.746347,0.654690,0.872939,0.869325,0.927177,0.899701,0.922479,0.925355,0.717546,0.971721,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1428,sparc_1428,0.670337,0.667011,0.770262,0.633816,0.666645,0.667008,0.768498,0.633577,0.905267,0.906070,0.937524,0.909031,0.876928,0.860772,0.941053,0.947581,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1440,sparc_1440,0.662030,0.617690,0.745592,0.517626,0.642468,0.617536,0.732630,0.510738,0.919271,0.911900,0.944443,0.918343,0.870082,0.574546,0.609756,0.878534,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1502,sparc_1502,0.641627,0.639143,0.731173,0.558499,0.620624,0.617672,0.720530,0.557166,0.924394,0.918955,0.956619,0.911820,0.902942,0.858850,0.832682,0.917131,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1508,sparc_1508,1.068679,1.245127,1.146665,1.042827,0.896767,0.907193,0.895893,0.862665,0.594666,0.693327,0.745791,0.623778,0.832726,0.853862,0.900565,0.967901,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1510,sparc_1510,0.632537,0.677149,0.797125,0.542367,0.599156,0.614762,0.686720,0.532640,0.933834,0.929675,0.949999,0.925704,0.700489,0.460079,0.734514,0.938843,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1302,sparc_1302,0.677551,0.701385,0.757397,0.714993,0.677549,0.701247,0.756824,0.713053,0.769060,0.745959,0.872566,0.759563,0.969653,0.970632,0.957593,0.981689,spectrum_fno48_floor6_smooth1_qc_peak4
run90_sparc_1307,sparc_1307,1.250501,1.346656,1.323049,1.304354,0.892521,0.910909,0.933343,0.923016,0.375037,0.291022,0.571013,0.184759,0.941177,0.968529,0.983480,0.982352,spectrum_fno48_floor6_smooth1_qc_peak4
run90_sparc_1315,sparc_1315,0.593375,0.566360,0.672851,0.555531,0.522423,0.535870,0.631821,0.519681,0.937203,0.932932,0.956170,0.936033,0.878908,0.790895,0.792979,0.943459,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1318,sparc_1318,0.573673,0.517056,0.791134,0.510955,0.543810,0.511862,0.689030,0.497106,0.931482,0.934558,0.957243,0.933305,0.632130,0.497759,0.755253,0.883882,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1350,sparc_1350,0.588924,0.599274,0.697726,0.550698,0.525678,0.542927,0.634019,0.510874,0.934432,0.937439,0.964465,0.934206,0.701465,0.425471,0.654315,0.906018,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1357,sparc_1357,0.674160,0.714256,1.002554,0.569899,0.571442,0.602715,0.716815,0.527041,0.910088,0.902512,0.937167,0.913048,0.862288,0.804032,0.858492,0.874405,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1358,sparc_1358,0.536656,0.522219,0.660339,0.479844,0.529033,0.520960,0.612340,0.477650,0.911377,0.910727,0.937129,0.908557,0.906446,0.539381,0.736314,0.930404,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1364,sparc_1364,0.719862,0.567434,0.768100,0.456533,0.654956,0.555101,0.670664,0.449209,0.888573,0.892813,0.917233,0.889914,0.937464,0.830488,0.940028,0.948562,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1400,sparc_1400,0.923118,0.533036,0.680761,0.539669,0.905048,0.522291,0.671338,0.538268,0.992493,0.995091,0.993122,0.991516,0.835905,0.598444,0.547619,0.857955,spectrum_fno48_floor6_smooth1_qc
run90_sparc_1408,sparc_1408,0.777399,0.839831,0.846704,0.645246,0.775424,0.825811,0.827445,0.642787,0.896351,0.873131,0.901241,0.894661,0.960372,0.952251,0.946001,0.965428,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1413,sparc_1413,0.583520,0.570238,0.670730,0.523666,0.554845,0.558537,0.652079,0.519731,0.931180,0.930607,0.949623,0.928442,0.777864,0.436395,0.617728,0.916058,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1416,sparc_1416,0.623368,0.547056,0.739154,0.540410,0.561318,0.532356,0.655866,0.494883,0.927073,0.925054,0.948844,0.924768,0.795371,0.494683,0.687032,0.929352,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1417,sparc_1417,0.591694,0.511541,0.733585,0.487857,0.562210,0.503633,0.648154,0.482747,0.924827,0.925887,0.937675,0.925891,0.842275,0.454792,0.672576,0.865409,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1419,sparc_1419,0.612685,0.528863,0.787562,0.476220,0.573138,0.528789,0.699725,0.474496,0.913547,0.916691,0.943551,0.914289,0.836035,0.609220,0.798914,0.926403,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1422,sparc_1422,0.649135,0.681507,0.783450,0.587088,0.617524,0.616239,0.716646,0.560026,0.903817,0.903192,0.930876,0.902523,0.832763,0.660129,0.682669,0.894173,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1423,sparc_1423,0.714388,0.666394,0.723833,0.574289,0.676737,0.635745,0.717244,0.559109,0.899536,0.884310,0.914841,0.901490,0.846099,0.876284,0.725812,0.917541,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1427,sparc_1427,0.635161,0.673523,0.746096,0.593756,0.633280,0.671773,0.735304,0.589531,0.884143,0.892470,0.930238,0.901948,0.836303,0.859819,0.715832,0.941631,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1429,sparc_1429,0.640229,0.648193,0.773163,0.598463,0.632204,0.642559,0.762086,0.593776,0.901210,0.901495,0.932994,0.900452,0.853299,0.775920,0.883180,0.900611,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1506,sparc_1506,0.698588,0.764201,0.784936,0.622692,0.696405,0.749981,0.783445,0.617049,0.867236,0.833090,0.914501,0.885936,0.886644,0.915892,0.925554,0.949021,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1593,sparc_1593,0.740349,0.750993,0.800022,0.632496,0.677027,0.714213,0.747054,0.610896,0.904848,0.904730,0.943798,0.904849,0.884653,0.753455,0.785902,0.969756,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1304,sparc_1304,0.916387,0.794721,0.910113,0.709283,0.716155,0.781543,0.778839,0.655052,0.944019,0.941851,0.948245,0.941093,0.603881,0.296336,0.544357,0.845148,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1313,sparc_1313,0.837840,0.938891,1.110069,0.707835,0.771841,0.772104,0.873518,0.707321,0.941931,0.943265,0.935645,0.943911,0.851561,0.457814,0.694929,0.897361,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1358,sparc_1358,0.671551,0.707664,0.881566,0.558382,0.671134,0.694007,0.824559,0.523986,0.932525,0.921780,0.926811,0.929864,0.865438,0.898525,0.744376,0.908079,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1363,sparc_1363,0.721676,0.832393,0.914413,0.558441,0.682077,0.710665,0.797000,0.551725,0.926217,0.911401,0.882509,0.917325,0.845424,0.763631,0.770343,0.847639,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1401,sparc_1401,0.889802,0.741754,0.921789,0.743343,0.655641,0.619437,0.736402,0.616635,0.958989,0.952943,0.956257,0.947037,0.858860,0.785616,0.703604,0.967034,spectrum_fno48_floor6_smooth1_qc
run91_sparc_1406,sparc_1406,0.921236,0.909739,0.951877,0.751211,0.757217,0.792586,0.844261,0.724542,0.952735,0.951061,0.955907,0.949508,0.775401,0.722742,0.567882,0.897763,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1409,sparc_1409,0.747963,0.818982,0.872690,0.706122,0.692771,0.721146,0.771657,0.629328,0.945066,0.934336,0.931690,0.946877,0.763074,0.620451,0.717094,0.929052,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1413,sparc_1413,0.859534,0.892559,1.062028,0.744576,0.793308,0.782662,0.918800,0.724251,0.918078,0.916640,0.918078,0.901647,0.847117,0.657233,0.773127,0.916498,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1414,sparc_1414,0.717242,0.782085,0.924832,0.674463,0.712756,0.777548,0.841712,0.672332,0.933956,0.929239,0.922999,0.925546,0.780429,0.668138,0.779077,0.906573,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1416,sparc_1416,0.862285,0.791557,0.869222,0.615366,0.691484,0.741216,0.817067,0.613578,0.940226,0.927638,0.906613,0.933636,0.823688,0.758830,0.708704,0.930109,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1420,sparc_1420,0.792511,0.824404,0.843824,0.677843,0.755621,0.791135,0.834358,0.677521,0.928549,0.911114,0.910619,0.915409,0.643717,0.289564,0.545354,0.913947,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1440,sparc_1440,0.911036,0.986161,0.937504,0.732561,0.770280,0.802373,0.860996,0.710199,0.953450,0.952922,0.961493,0.950731,0.695062,0.661158,0.608139,0.919734,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1500,sparc_1500,0.376217,0.375362,0.380074,0.359603,0.333705,0.348799,0.372427,0.312320,0.984827,0.982445,0.983233,0.957013,0.837802,0.648974,0.590721,0.831191,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1501,sparc_1501,1.029719,0.761782,1.061938,0.797272,0.749994,0.609540,0.802878,0.671608,0.958934,0.953933,0.957153,0.958833,0.888537,0.678540,0.620085,0.891854,spectrum_fno48_floor6_smooth1_qc
run91_sparc_1504,sparc_1504,0.959313,0.847703,0.936408,0.937261,0.730622,0.804240,0.795680,0.652899,0.941076,0.940066,0.948414,0.939656,0.672323,0.380503,0.658373,0.925165,spectrum_fno48_floor6_smooth1_qc
run91_sparc_1507,sparc_1507,0.972721,0.796514,0.986225,0.861164,0.757443,0.794951,0.813036,0.709432,0.946262,0.942923,0.952404,0.945133,0.807472,0.470060,0.532871,0.958345,spectrum_fno48_floor6_smooth1_qc
run91_sparc_1513,sparc_1513,0.725759,0.740571,0.919105,0.613954,0.719055,0.739693,0.834984,0.613213,0.945905,0.927831,0.923169,0.945254,0.785167,0.706764,0.849652,0.927427,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run91_sparc_1525,sparc_1525,0.729015,0.753032,0.767024,0.697336,0.656552,0.696786,0.734787,0.629836,0.953406,0.958269,0.947990,0.957363,0.699151,0.561574,0.829825,0.848857,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
